latitude,longitude,elevation_m,slope_angle,aspect,rainfall_mm,soil_moisture,ndvi,landslide_probability,risk_level,state,district
25.855066798014406,93.45131926948297,642.0870039614059,35.68799007325374,284,44.9,0.49,0.51,0.372,moderate,Assam,Karbi Anglong
25.79795423882564,93.43988877266631,791.2892920475423,34.85299561517545,305,48.4,0.489,0.559,0.424,moderate,Assam,Karbi Anglong
25.817965841602483,93.43154747148405,625.0157586826459,38.811641206356896,162,116.1,0.509,0.385,0.492,moderate,Assam,Karbi Anglong
25.857496273263845,93.45108194597297,641.9169487906667,34.64387067262819,109,-24.3,0.34,0.289,0.262,moderate,Assam,Karbi Anglong
25.827285862567603,93.41464078011643,602.6126231534071,28.860694336720552,332,36.1,0.285,0.451,0.614,high,Assam,Karbi Anglong
25.822948528578248,93.411743799735,753.2323066546023,30.065509209839732,164,94.5,0.412,0.244,0.614,high,Assam,Karbi Anglong
25.84327175475561,93.42558610272638,594.6959273078384,31.09251593000012,263,10.7,0.581,0.637,0.418,moderate,Assam,Karbi Anglong
25.85248947896499,93.45247204389058,708.6769626424685,31.032475516302462,275,60.6,0.246,0.859,0.437,moderate,Assam,Karbi Anglong
25.850975112772428,93.45960614146703,697.3896416444877,29.087419364084994,359,8.8,0.356,0.602,0.459,moderate,Assam,Karbi Anglong
25.871370873749157,93.44332801712589,758.547598758194,33.18105900232972,19,85.7,0.23,0.296,0.555,high,Assam,Karbi Anglong
25.831189961936392,93.4234767818868,677.3088417389537,36.94786724387934,322,58.5,0.426,0.603,0.313,moderate,Assam,Karbi Anglong
25.87590281687698,93.43118298949655,756.3233888131022,35.20293852099816,23,28.4,0.474,0.492,0.428,moderate,Assam,Karbi Anglong
25.847891067197008,93.41351531890353,752.8596958598071,36.40244462317251,224,46.5,0.345,0.614,0.374,moderate,Assam,Karbi Anglong
25.850238571246418,93.4625544942226,708.1843977576827,22.686827059577908,151,9.0,0.589,0.636,0.377,moderate,Assam,Karbi Anglong
25.8530241539814,93.39895112650343,594.6335848718257,40.73958292992215,283,66.2,0.379,0.403,0.263,moderate,Assam,Karbi Anglong
25.824187235696364,93.44555227891348,709.54031617113,33.750188991298835,176,61.7,0.341,0.739,0.446,moderate,Assam,Karbi Anglong
25.85516345584805,93.45535573213817,679.5749945725198,34.466830891081656,343,65.5,0.717,0.599,0.464,moderate,Assam,Karbi Anglong
25.86623047387368,93.4292053189533,640.5638885839801,30.72782459894219,34,68.0,0.121,0.757,0.192,low,Assam,Karbi Anglong
25.82539936532191,93.45332581051446,683.9750639293192,36.07740320335765,35,49.9,0.499,0.227,0.352,moderate,Assam,Karbi Anglong
25.83491943111322,93.45489028212711,636.3720056484856,30.094055604192224,161,71.2,0.323,0.352,0.508,high,Assam,Karbi Anglong
25.837265858302672,93.40218205724528,672.1254043102397,36.6533990163943,347,67.6,0.377,0.448,0.622,high,Assam,Karbi Anglong
25.835347978366077,93.45381021521789,710.7130451398576,38.10057568060694,143,43.4,0.094,0.412,0.38,moderate,Assam,Karbi Anglong
25.850027818404595,93.42477502161668,688.6289225828453,32.44240048880719,259,60.4,0.336,0.436,0.42,moderate,Assam,Karbi Anglong
25.845267281121657,93.4353169565138,672.9393285720844,42.56932562775094,276,12.8,0.198,0.324,0.245,low,Assam,Karbi Anglong
25.848509259791925,93.3978013696946,665.758965408087,37.4054077646235,261,-1.0,0.445,0.479,0.386,moderate,Assam,Karbi Anglong
25.89919136633525,93.41729874507445,646.1820569513235,24.29671637888807,71,74.0,0.477,0.661,0.476,moderate,Assam,Karbi Anglong
25.87596907873651,93.42342885255258,633.1145295930412,32.48772090925442,112,32.2,0.431,0.759,0.322,moderate,Assam,Karbi Anglong
25.832173620446316,93.40893355247546,692.7642105815057,27.21152355060381,232,51.6,0.291,0.54,0.474,moderate,Assam,Karbi Anglong
25.871784613517868,93.42441726951554,667.8954579463385,40.139845806284946,296,56.3,0.371,0.508,0.392,moderate,Assam,Karbi Anglong
25.822315576900785,93.39879885987236,631.679421633996,31.49224595312269,114,32.2,0.375,0.469,0.308,moderate,Assam,Karbi Anglong
25.81694136509607,93.43305441773484,652.6500426216579,31.968430965960575,84,22.2,0.386,0.667,0.263,moderate,Assam,Karbi Anglong
25.858925905927837,93.45267819897936,710.0393853151814,25.28581456798958,212,54.5,0.579,0.534,0.521,high,Assam,Karbi Anglong
25.846898736353968,93.44150077531174,685.3288638318753,31.07743762367158,22,68.0,0.178,0.38,0.441,moderate,Assam,Karbi Anglong
25.852721541902618,93.42285823663616,736.7331070124341,41.780242715053035,264,77.9,0.545,0.669,0.582,high,Assam,Karbi Anglong
25.83839980499205,93.40108975703916,675.5823401352799,34.07058494780055,229,89.2,0.347,0.523,0.482,moderate,Assam,Karbi Anglong
25.834600356897536,93.4359018578527,605.8529092568969,27.76169659253639,319,23.4,0.295,0.445,0.363,moderate,Assam,Karbi Anglong
25.8184051253042,93.43770354722923,686.2411926383177,36.894352996453584,55,37.4,0.301,0.528,0.286,moderate,Assam,Karbi Anglong
25.85661497903166,93.40581335992253,727.4178941540385,41.66722985439914,307,86.3,0.419,0.742,0.394,moderate,Assam,Karbi Anglong
25.83349633668674,93.43117692410699,605.3826449622482,26.32578477245168,347,100.9,0.464,0.475,0.54,high,Assam,Karbi Anglong
25.829811143944152,93.4273102800312,708.4892943165145,23.64474493185701,195,28.4,0.253,0.519,0.371,moderate,Assam,Karbi Anglong
25.825306028298126,93.42030851907815,677.5816811903226,40.516635660712325,42,18.0,0.619,0.789,0.271,moderate,Assam,Karbi Anglong
25.835037688398565,93.39585328534673,657.9092425027767,30.82168336296868,3,37.3,0.7,0.468,0.497,moderate,Assam,Karbi Anglong
25.86052403568826,93.44308268828055,646.5508389821017,30.01130647633112,274,35.6,0.472,0.601,0.303,moderate,Assam,Karbi Anglong
25.84464504324269,93.40935831171493,692.0921587919956,26.390011632665242,189,24.6,0.466,0.514,0.534,high,Assam,Karbi Anglong
25.847051943719194,93.41007874620665,744.5733366308252,39.615483833805584,60,17.9,0.337,0.746,0.313,moderate,Assam,Karbi Anglong
25.848481081181845,93.4497314124046,646.6414990259478,37.372295022443616,356,49.6,0.237,0.522,0.332,moderate,Assam,Karbi Anglong
25.856473965631935,93.39491666921451,613.360848078618,33.19894142571815,45,46.1,0.355,0.386,0.51,high,Assam,Karbi Anglong
25.800870416329857,93.46834966771661,634.2341757758002,28.01776368895804,305,69.5,0.442,0.586,0.476,moderate,Assam,Karbi Anglong
25.882908259150874,93.43262230702612,734.7921502348179,29.453499628921257,99,98.4,0.491,0.629,0.63,high,Assam,Karbi Anglong
25.846626769755765,93.43474151902413,680.0808450546608,32.11958384935143,80,89.7,0.443,0.442,0.511,high,Assam,Karbi Anglong
25.83291856414866,93.43748512283632,757.615005903549,32.75171567405832,46,70.6,0.463,0.37,0.579,high,Assam,Karbi Anglong
25.822860856917725,93.46008796774296,699.0563234299864,44.69990979813976,232,4.0,0.326,0.365,0.283,moderate,Assam,Karbi Anglong
25.850082206979103,93.4348081594864,646.7345308105037,43.654262987714375,262,85.5,0.316,0.539,0.576,high,Assam,Karbi Anglong
25.82612942944464,93.38114240678021,600.9449056868689,28.686453919350082,173,109.1,0.318,0.626,0.392,moderate,Assam,Karbi Anglong
25.853797441477248,93.43170045792768,744.5711393576602,34.91814936454399,112,82.3,0.36,0.357,0.527,high,Assam,Karbi Anglong
25.841219197703293,93.42971059531459,698.6483972094468,28.715117691102847,47,40.4,0.303,0.4,0.624,high,Assam,Karbi Anglong
25.85154044286796,93.44563635168721,692.8120532383753,38.40238945869518,93,9.9,0.548,0.446,0.485,moderate,Assam,Karbi Anglong
25.854143454783557,93.46099721001148,703.7214120283668,29.559591566970337,103,93.0,0.326,0.699,0.412,moderate,Assam,Karbi Anglong
25.84989901709566,93.43553107675459,736.014850837317,30.402333393420644,3,79.0,0.154,0.389,0.581,high,Assam,Karbi Anglong
25.827090405961883,93.4139868522105,786.1566953896046,31.020834703948754,140,53.3,0.213,0.716,0.402,moderate,Assam,Karbi Anglong
25.84857466997406,93.45582142342587,764.4684175458906,34.990078890037566,244,-36.4,0.425,0.655,0.2,low,Assam,Karbi Anglong
25.84758257296981,93.40818324481108,723.9521448616284,36.14655669523658,161,57.2,0.386,0.379,0.61,high,Assam,Karbi Anglong
25.83142530355019,93.45451291279893,676.1587449913352,38.29432001742903,121,48.3,0.379,0.598,0.534,high,Assam,Karbi Anglong
25.82548986064564,93.43958677976896,680.6574845947006,27.23467397028038,205,40.8,0.776,0.497,0.534,high,Assam,Karbi Anglong
25.845231799050417,93.4390914963645,675.4157089818341,35.63819576290882,221,46.5,0.493,0.683,0.513,high,Assam,Karbi Anglong
25.841241633957477,93.43047271866922,656.329738308474,33.27198529093299,322,62.3,0.322,0.626,0.265,moderate,Assam,Karbi Anglong
25.820042865733345,93.42014033047806,618.499591290487,36.56331373344806,30,2.4,0.374,0.578,0.233,low,Assam,Karbi Anglong
25.843473117284706,93.41449655167601,639.2075093083447,36.91167038670801,131,54.9,0.512,0.586,0.41,moderate,Assam,Karbi Anglong
25.82333229980881,93.41384834024112,643.4121093410602,26.973049173987643,145,32.8,0.528,0.416,0.545,high,Assam,Karbi Anglong
25.859066333660788,93.41747732619702,663.9239803825698,38.88187065434078,74,22.5,0.577,0.306,0.437,moderate,Assam,Karbi Anglong
25.828492654852653,93.41678743714617,696.9368048995402,30.880944454847967,175,79.0,0.242,0.691,0.386,moderate,Assam,Karbi Anglong
25.83422039398075,93.417450224907,586.2548177009762,35.38179671812118,185,53.6,0.53,0.52,0.531,high,Assam,Karbi Anglong
25.850295331260106,93.42180058483369,683.6715720551778,35.78935622691671,358,49.5,0.218,0.464,0.409,moderate,Assam,Karbi Anglong
25.86488115817843,93.42124196874506,760.9787669452156,34.84808429209908,268,50.0,0.297,0.496,0.431,moderate,Assam,Karbi Anglong
25.82056099003443,93.39558842059489,666.2614172266992,35.51046325026746,145,51.2,0.338,0.543,0.467,moderate,Assam,Karbi Anglong
25.862334172890037,93.43411692263057,766.09385869881,26.928291381231546,239,35.4,0.427,0.46,0.394,moderate,Assam,Karbi Anglong
25.874368513678093,93.42411632700328,709.8561691353857,38.04975712973102,323,87.0,0.371,0.527,0.597,high,Assam,Karbi Anglong
25.80120094460893,93.4207760002593,644.3465801546563,32.412864306171514,45,49.6,0.093,0.353,0.433,moderate,Assam,Karbi Anglong
25.880763611461575,93.43002133133473,706.4997818516683,28.251857881791846,240,23.3,0.451,0.542,0.461,moderate,Assam,Karbi Anglong
24.80654780807958,93.96923843356495,806.0093974387883,29.562792411922704,3,5.3,0.35,0.299,0.379,moderate,Manipur,Imphal East
24.817020682181628,93.96848656477604,728.9223086048647,28.54623238025774,112,31.5,0.371,0.669,0.317,moderate,Manipur,Imphal East
24.847652235666903,93.91733517916343,769.6606624699363,32.2474935263379,272,47.4,0.557,0.567,0.639,high,Manipur,Imphal East
24.809990353517765,93.96439185376373,756.5628153227881,33.313655601542585,318,61.2,0.256,0.608,0.382,moderate,Manipur,Imphal East
24.870055292961638,93.94422538863809,780.820593926211,38.531905877107775,224,23.7,0.407,0.779,0.586,high,Manipur,Imphal East
24.807564925640406,93.95127965640225,839.8268582945554,19.241375262738593,237,46.9,0.292,0.652,0.501,high,Manipur,Imphal East
24.82656575386549,93.94930769366289,737.172400874655,39.9157701166528,92,47.5,0.364,0.769,0.491,moderate,Manipur,Imphal East
24.84163689357511,93.96051371484747,786.5598954127993,44.587651164041326,226,70.5,0.669,0.665,0.356,moderate,Manipur,Imphal East
24.841605885799545,93.95328819869462,798.8139276494351,40.795937012257745,159,51.7,0.884,0.627,0.692,high,Manipur,Imphal East
24.807282734344195,93.93367099899542,744.1630497982362,36.49571689342546,184,66.2,0.366,0.516,0.31,moderate,Manipur,Imphal East
24.805110600776565,93.92366607990591,805.9447999892673,39.48957783205487,61,95.5,0.206,0.565,0.543,high,Manipur,Imphal East
24.805890751357143,93.90834952803944,834.2437622899391,43.0980810267738,127,32.2,0.468,0.744,0.377,moderate,Manipur,Imphal East
24.845011816645233,93.93626719148695,852.9050364194743,38.63802911297125,359,57.2,0.455,0.295,0.338,moderate,Manipur,Imphal East
24.790142004539916,93.92648686872346,725.4673116317487,44.6339308065899,98,36.1,0.384,0.419,0.433,moderate,Manipur,Imphal East
24.847362494939432,93.9444918444037,727.7028671472895,33.73307445289361,250,79.0,0.42,0.532,0.433,moderate,Manipur,Imphal East
24.811020951661614,93.97405845979344,840.6227802448336,32.745203551880984,35,57.1,0.49,0.41,0.623,high,Manipur,Imphal East
24.7838380949721,93.94664288079127,704.7251535137206,35.6956172903938,9,17.9,0.368,0.629,0.253,moderate,Manipur,Imphal East
24.865191860544236,93.95706099412452,799.6396675270247,33.055923163075484,349,29.2,0.302,0.454,0.332,moderate,Manipur,Imphal East
24.810874094509906,93.92930882900409,767.6218936778766,35.73018239565467,66,12.0,0.403,0.45,0.321,moderate,Manipur,Imphal East
24.845086253376113,93.94249082297904,741.6253335133097,39.73727964723169,319,53.3,0.434,0.627,0.491,moderate,Manipur,Imphal East
24.858649247762564,93.95667872436965,800.9054451065803,41.61991896781005,40,43.1,0.29,0.413,0.524,high,Manipur,Imphal East
24.84569657570842,93.91319061397087,790.7565049092368,34.333511406632596,315,8.0,0.443,0.391,0.511,high,Manipur,Imphal East
24.864811815246092,93.91945200847088,851.8584892651365,40.60511381726329,272,49.1,0.443,0.665,0.476,moderate,Manipur,Imphal East
24.84119339450469,93.92851731764813,708.672882293942,33.04237295519914,326,35.2,0.465,0.442,0.33,moderate,Manipur,Imphal East
24.8451470607699,93.95837994620908,729.6272893107221,34.16969181010044,336,10.2,0.296,0.503,0.248,low,Manipur,Imphal East
24.79242863304005,93.99342970548494,764.2082182316979,40.29995479888655,324,108.8,0.852,0.419,0.698,high,Manipur,Imphal East
24.824656507710742,93.97000132982691,820.2366047110977,34.28652197383811,231,6.3,0.502,0.4,0.311,moderate,Manipur,Imphal East
24.797091664644086,93.92313036171558,828.3493828912837,35.824600618159586,153,21.4,0.449,0.487,0.121,low,Manipur,Imphal East
24.851848613501385,93.92384354889994,838.2686258019704,33.08841721808279,292,70.8,0.39,0.448,0.652,high,Manipur,Imphal East
24.829340322762945,93.95141674001121,754.3268182797307,34.20246334413822,153,65.5,0.361,0.687,0.476,moderate,Manipur,Imphal East
24.81113545728277,93.90179619807179,829.5243613009973,44.27083251506029,353,75.4,0.483,0.762,0.41,moderate,Manipur,Imphal East
24.852356604577448,93.94525820628087,721.9855374126382,41.895386880674415,171,33.8,0.135,0.728,0.422,moderate,Manipur,Imphal East
24.826803643806432,93.92633207681884,747.0550853892265,30.437985250876388,5,18.1,0.626,0.289,0.552,high,Manipur,Imphal East
24.806114203696062,93.96019373117365,750.0936525443745,42.8509464541067,78,21.7,0.242,0.722,0.38,moderate,Manipur,Imphal East
24.79740175185484,93.9234572348485,793.2176221649473,40.072873365024236,201,96.2,0.476,0.423,0.632,high,Manipur,Imphal East
24.802099557401224,93.93214908016641,743.1014662858876,39.17783279929518,357,66.2,0.509,0.305,0.548,high,Manipur,Imphal East
24.809384500683066,93.92600056527128,725.1567200261777,30.567838752061434,126,61.0,0.459,0.388,0.452,moderate,Manipur,Imphal East
24.808321084177106,93.93230770069644,745.1832776887496,38.463238642484015,97,51.1,0.518,0.344,0.555,high,Manipur,Imphal East
24.844596161647416,93.9346546373051,839.923274546276,35.66615777481628,74,32.7,0.582,0.676,0.446,moderate,Manipur,Imphal East
24.834986023609346,93.96362346796298,856.3837382492866,40.211245088965626,124,-13.4,0.525,0.574,0.491,moderate,Manipur,Imphal East
24.84765564853391,93.93945182471329,827.849330022058,39.51906002348824,11,115.1,0.292,0.739,0.398,moderate,Manipur,Imphal East
24.817056305258824,93.91156762813489,674.3471070061668,25.10610795036451,355,25.8,0.614,0.595,0.556,high,Manipur,Imphal East
24.828768482035347,93.94009767281811,767.2879720111881,44.62195710200992,316,48.2,0.373,0.358,0.381,moderate,Manipur,Imphal East
24.801252908889687,93.91185759821258,826.3496332331821,33.540213518123906,55,45.5,0.566,0.602,0.451,moderate,Manipur,Imphal East
24.77687839210662,93.97414541860638,821.281511649966,38.54995390278864,305,109.9,0.436,0.486,0.519,high,Manipur,Imphal East
24.820730268440535,93.93493901777956,787.0058932595051,42.13831037968859,170,31.1,0.381,0.384,0.419,moderate,Manipur,Imphal East
24.806566739983765,93.95018469257388,924.5886243561697,35.65112847638388,141,0.5,0.416,0.776,0.343,moderate,Manipur,Imphal East
24.81893866967729,93.93230905900961,747.8471107747185,34.628053561112154,77,65.9,0.205,0.778,0.269,moderate,Manipur,Imphal East
24.78714576866084,93.93289165269519,839.0690218061546,30.537555177699385,213,33.7,0.526,0.708,0.544,high,Manipur,Imphal East
24.805053614463528,93.95876363248159,793.3292692040169,38.63083085032722,277,51.0,0.486,0.873,0.391,moderate,Manipur,Imphal East
24.85225122671162,93.91072645132603,686.9259860834175,40.657181288511545,74,41.9,0.308,0.698,0.511,high,Manipur,Imphal East
24.785794485236597,93.93024321503296,824.461689036737,44.75711507846229,74,28.5,0.239,0.581,0.397,moderate,Manipur,Imphal East
24.798640682982388,93.94824962682851,882.9176220425204,31.71666520190444,140,42.7,0.147,0.663,0.297,moderate,Manipur,Imphal East
24.844598953753927,93.93435822738759,731.7694031645971,31.760354417907994,305,61.2,0.479,0.573,0.497,moderate,Manipur,Imphal East
24.79362763963394,93.94026100102718,723.5738242221229,31.175812331659277,191,55.1,0.627,0.405,0.633,high,Manipur,Imphal East
24.820044650076486,93.95707129941637,897.7515862373331,33.78187285770108,211,62.0,0.536,0.461,0.514,high,Manipur,Imphal East
24.839007433128824,93.98142303268123,721.7025669446851,38.579179250931034,352,57.7,0.62,0.58,0.565,high,Manipur,Imphal East
24.848490516534007,93.94527171517701,754.3536710578993,38.95781810520215,313,35.0,0.548,0.553,0.545,high,Manipur,Imphal East
24.815406203126432,93.93142614247412,828.7200074120487,39.503304068490834,21,86.3,0.327,0.341,0.491,moderate,Manipur,Imphal East
24.83620068420761,93.94163377579409,798.1907177758391,23.24038342516418,97,66.2,0.322,0.131,0.435,moderate,Manipur,Imphal East
24.796658264577843,93.94183973045428,773.3091145794373,34.907319023936424,264,42.3,0.546,0.455,0.644,high,Manipur,Imphal East
24.804408930082847,93.93674796058447,694.9091297069767,30.578255979822472,279,77.5,0.305,0.51,0.45,moderate,Manipur,Imphal East
24.790365665046398,93.91982318691795,802.3784831890863,41.2570782783986,128,70.5,0.516,0.46,0.537,high,Manipur,Imphal East
24.816081890012306,93.92810209519038,766.7452904432095,29.1766171836664,43,30.5,0.594,0.528,0.388,moderate,Manipur,Imphal East
24.835547847012094,93.93074171356403,723.4484717939558,41.82924474704943,171,20.8,0.378,0.596,0.261,moderate,Manipur,Imphal East
24.83064013175697,93.96525899798628,748.3446148719572,38.08302917723595,228,9.6,0.312,0.728,0.491,moderate,Manipur,Imphal East
24.851048684897016,93.93755593198728,844.4966369289455,36.449572573410535,255,45.4,0.492,0.856,0.272,moderate,Manipur,Imphal East
24.79772337952422,93.92475910346636,768.8168567716571,37.08818442495303,307,46.9,0.396,0.632,0.38,moderate,Manipur,Imphal East
24.822819222194834,93.9244579666637,792.6988288373998,37.54374789845265,178,112.0,0.413,0.513,0.713,high,Manipur,Imphal East
24.803515838562227,93.97972570986914,835.4919606228162,37.574855153062124,91,107.3,0.467,0.407,0.421,moderate,Manipur,Imphal East
24.793900673590045,93.92552285815832,867.3172478201292,34.251598270034684,184,63.0,0.504,0.426,0.372,moderate,Manipur,Imphal East
24.81157664617763,93.94196131208582,729.2503678665595,38.78792885301208,149,62.1,0.372,0.506,0.559,high,Manipur,Imphal East
24.805239774973277,93.94387943510372,790.4054085312958,37.67428270115446,292,35.0,0.414,0.635,0.339,moderate,Manipur,Imphal East
24.799473173099003,93.89360302311697,826.9894171238693,35.645731173341694,311,44.6,0.19,0.722,0.365,moderate,Manipur,Imphal East
24.841761478984424,93.92459325151583,705.2024440382899,36.182947105950795,254,63.4,0.305,0.363,0.407,moderate,Manipur,Imphal East
24.818115507517263,93.9366537894183,855.2791460215367,37.052108361677206,60,31.1,0.404,0.368,0.326,moderate,Manipur,Imphal East
24.83479976897391,93.94203105713262,797.9149238574022,32.75736951918111,327,48.4,0.298,0.434,0.364,moderate,Manipur,Imphal East
24.799319312734546,93.93605640445008,862.0303221856188,36.293043115488196,174,57.4,0.516,0.582,0.396,moderate,Manipur,Imphal East
24.830055585886843,93.97237139560775,836.4310642531125,33.320871141286055,242,19.1,0.518,0.824,0.332,moderate,Manipur,Imphal East
24.83632610877515,93.92122861522884,741.389874348727,43.531312761662704,211,62.6,0.193,0.341,0.465,moderate,Manipur,Imphal East
24.805900743648092,93.91388995971062,851.1714748140114,36.77004443386111,169,59.2,0.378,0.358,0.46,moderate,Manipur,Imphal East
24.8160425403278,93.94174153630449,855.8022065437747,35.27900380369733,84,69.2,0.101,0.31,0.657,high,Manipur,Imphal East
24.81730253585303,93.905538928504,781.0021368087095,37.16497775961437,211,23.1,0.336,0.302,0.29,moderate,Manipur,Imphal East
24.80907534469577,93.9598850896477,807.9752547769847,40.313740584183684,19,102.5,0.559,0.355,0.737,high,Manipur,Imphal East
24.793589536802607,93.93936024521066,827.6078207242047,46.54990948935704,268,61.5,0.073,0.518,0.413,moderate,Manipur,Imphal East
24.84095002495984,93.93412138349682,819.850290907625,35.84506264737461,18,40.1,0.524,0.558,0.403,moderate,Manipur,Imphal East
24.84477189418901,93.92422632401549,768.2943108849673,34.80827352640545,239,4.1,0.46,0.537,0.365,moderate,Manipur,Imphal East
24.850379044926466,93.94154631803977,763.9353759077854,33.371716413315575,102,60.7,0.355,0.575,0.29,moderate,Manipur,Imphal East
24.825405571921216,93.94446305682334,784.7026561616943,36.86711240522722,318,58.5,0.513,0.482,0.589,high,Manipur,Imphal East
24.81068078623247,93.98429462590741,807.7430388528084,29.839810453428957,87,37.0,0.374,0.367,0.398,moderate,Manipur,Imphal East
24.83243664567968,93.95325368248295,775.3239153833363,33.888460225794475,27,87.3,0.489,0.464,0.637,high,Manipur,Imphal East
24.795968590438825,93.91455256022319,741.812374641959,37.564674264916206,170,75.6,0.477,0.461,0.318,moderate,Manipur,Imphal East
24.85012209132594,93.93127240390187,760.0324322829196,36.56854311175843,357,69.5,0.184,0.462,0.34,moderate,Manipur,Imphal East
24.80282104774876,93.93993229718848,802.2841346479513,45.80035616261268,315,17.6,0.433,0.456,0.251,moderate,Manipur,Imphal East
24.79779459462542,93.9715646215877,759.8308197566131,41.15510671982578,33,48.6,0.542,0.686,0.66,high,Manipur,Imphal East
24.820064148337636,93.90973390127319,802.229333643064,37.67250697887542,54,22.4,0.422,0.461,0.417,moderate,Manipur,Imphal East
24.800224589513178,93.9488570499533,740.3081123988303,31.661736560739335,246,30.1,0.593,0.599,0.319,moderate,Manipur,Imphal East
24.82157462376372,93.91591178710277,800.5721443448507,29.90102837211284,120,29.6,0.491,0.628,0.291,moderate,Manipur,Imphal East
24.822109505480736,93.92837294882827,749.4781338167489,33.48173132075358,49,70.7,0.598,0.534,0.369,moderate,Manipur,Imphal East
24.845450948661725,93.9599611187901,792.5246485952017,31.16385120296963,253,58.2,0.316,0.605,0.428,moderate,Manipur,Imphal East
24.302883997567623,93.66619870733695,945.8852692762246,32.176210190165186,338,43.4,0.358,0.567,0.501,high,Manipur,Churachandpur
24.34232910306654,93.7110087650203,888.5938931721964,45.93783037140019,347,71.9,0.549,0.398,0.643,high,Manipur,Churachandpur
24.32737109212473,93.68967662733853,1061.4257381394027,40.747636186496464,206,25.8,0.739,0.158,0.643,high,Manipur,Churachandpur
24.333004891110363,93.68233542109158,786.0273714098016,34.89077584261998,56,83.8,0.16,0.848,0.543,high,Manipur,Churachandpur
24.318419946774657,93.69329073587639,878.6843987928982,43.29240550608642,279,88.7,0.17,0.572,0.655,high,Manipur,Churachandpur
24.34266116939872,93.66675345883431,879.2015759026486,42.04979864224538,343,54.5,0.49,0.673,0.583,high,Manipur,Churachandpur
24.354160783962502,93.66311164911043,941.6781672399969,39.57703022372461,70,53.2,0.416,0.5,0.441,moderate,Manipur,Churachandpur
24.31551007275751,93.66964952002193,940.4759462567621,45.39607162884205,282,30.5,0.279,0.295,0.481,moderate,Manipur,Churachandpur
24.355660031572462,93.6835960047542,905.5598254616676,32.166026209567676,137,62.6,0.266,0.574,0.571,high,Manipur,Churachandpur
24.303775112377952,93.66952574716915,958.4228367570563,43.740121468273294,353,18.1,0.5,0.272,0.66,high,Manipur,Churachandpur
24.33225922985272,93.66630876863218,854.4766666553609,39.35299578866267,312,92.5,0.517,0.257,0.576,high,Manipur,Churachandpur
24.357201302671534,93.6958547748367,927.8825215320709,35.86780220665587,27,78.8,0.489,0.53,0.294,moderate,Manipur,Churachandpur
24.35390549575882,93.66795836868147,892.1374873184462,44.06655881552488,150,80.5,0.294,0.715,0.502,high,Manipur,Churachandpur
24.328485824403046,93.6570096771007,967.4436875047135,42.130625726639686,86,48.0,0.439,0.771,0.375,moderate,Manipur,Churachandpur
24.35489458337681,93.68643117685946,928.977348509778,41.43009737657299,142,10.7,0.303,0.486,0.537,high,Manipur,Churachandpur
24.330735066746026,93.65532342221552,984.2276092171151,35.61470091137791,337,49.5,0.607,0.532,0.589,high,Manipur,Churachandpur
24.296513337786212,93.68589181826705,944.649344772121,36.50698413658618,43,-1.5,0.49,0.534,0.542,high,Manipur,Churachandpur
24.332558124261848,93.66186059399126,860.4221000829157,44.924554657465066,326,89.5,0.359,0.675,0.357,moderate,Manipur,Churachandpur
24.32885700335856,93.71935893954394,967.8279491293657,41.80956524150197,243,69.6,0.571,0.577,0.513,high,Manipur,Churachandpur
24.309426594626768,93.70393935469629,887.3535516317826,40.44518787103158,222,34.2,0.636,0.553,0.363,moderate,Manipur,Churachandpur
24.36164063371664,93.67528752454317,1023.0575166787107,42.84821279084639,326,118.5,0.426,0.336,0.682,high,Manipur,Churachandpur
24.329953754988953,93.69821879282155,927.3948373976268,36.36608747708695,299,14.9,0.63,0.382,0.37,moderate,Manipur,Churachandpur
24.321023748353802,93.67553236410129,875.039326928598,46.52958705245079,92,9.9,0.563,0.549,0.261,moderate,Manipur,Churachandpur
24.311485367914266,93.69541904011344,896.652496313559,35.723363372388484,145,48.3,0.42,0.606,0.468,moderate,Manipur,Churachandpur
24.297028339730925,93.65887463283887,928.9952984827239,46.61657266293882,62,49.9,0.439,0.512,0.459,moderate,Manipur,Churachandpur
24.30839305461222,93.64680020211519,795.4046453929682,34.729013446391825,56,46.1,0.327,0.599,0.402,moderate,Manipur,Churachandpur
24.30308714290202,93.64785259157964,906.2929145796477,45.20421907258046,341,42.3,0.292,0.206,0.517,high,Manipur,Churachandpur
24.335530150334908,93.66313615398396,906.2660693636678,41.527767785020586,135,53.3,0.268,0.581,0.481,moderate,Manipur,Churachandpur
24.309706237413195,93.7004897256165,963.4435344602208,43.92777788548075,220,55.0,0.451,0.65,0.472,moderate,Manipur,Churachandpur
24.33840059560536,93.6872036708421,880.7736094680419,38.35396900619283,228,58.5,0.611,0.753,0.427,moderate,Manipur,Churachandpur
24.35154183136423,93.68718672465094,940.9270918370754,43.6454241617354,200,85.0,0.421,0.546,0.542,high,Manipur,Churachandpur
24.296713999369608,93.69757697869403,931.9437509819038,31.393386084685662,276,17.8,0.318,0.712,0.331,moderate,Manipur,Churachandpur
24.350121148966227,93.6995859600816,959.972002541828,39.76246183775802,155,54.5,0.546,0.453,0.357,moderate,Manipur,Churachandpur
24.282470957340415,93.67150677820138,963.5371313084898,42.68652075925447,148,15.6,0.524,0.613,0.409,moderate,Manipur,Churachandpur
24.343378851703896,93.71126292063528,971.1529324256674,35.726295375342694,183,38.8,0.325,0.693,0.443,moderate,Manipur,Churachandpur
