latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
27.1927,88.5158,Namchi,1203.1,51.6,336,12,7.2,48.5,0.383,0.323,51552.7,bare,1
27.1535,88.5365,Namchi,1148.7,52.4,283,12,2.7,17.8,0.416,0.275,51552.7,forest,0
27.1942,88.5628,Namchi,1097.4,50.2,295,12,3.4,21.4,0.358,0.33,51552.7,grassland,1
27.1676,88.5453,Namchi,1488.4,52.5,209,12,7.4,47.6,0.379,0.312,51552.7,bare,1
27.1833,88.5588,Namchi,1220.4,44.1,184,12,3.8,25.9,0.485,0.277,51552.7,urban,0
26.1236,91.754,Kamrup,571.0,36.3,245,1,5.6,41.9,0.396,0.256,653.8,urban,0
26.1548,91.7179,Kamrup,672.8,48.0,297,1,6.3,50.6,0.393,0.271,653.8,grassland,1
26.1481,91.7158,Kamrup,562.7,39.6,37,1,5.0,30.1,0.359,0.241,653.8,grassland,0
26.1244,91.7444,Kamrup,550.3,37.7,11,1,4.9,34.8,0.259,0.201,653.8,agriculture,1
26.1487,91.7376,Kamrup,549.9,38.5,200,1,4.4,29.6,0.311,0.264,653.8,agriculture,0
26.1838,91.7231,Kamrup,552.2,36.4,93,1,4.5,29.0,0.303,0.233,653.8,urban,0
26.1461,91.7381,Kamrup,679.4,44.9,233,1,4.6,28.9,0.279,0.225,653.8,agriculture,1
26.1299,91.715,Kamrup,581.8,39.6,243,1,4.8,27.6,0.31,0.208,653.8,urban,1
26.1431,91.7229,Kamrup,510.4,42.6,85,1,4.9,37.2,0.328,0.249,653.8,bare,0
26.1122,91.7045,Kamrup,523.6,44.1,55,1,3.1,26.0,0.325,0.232,653.8,urban,0
26.1376,91.7423,Kamrup,516.5,41.5,159,1,3.1,18.3,0.377,0.243,653.8,forest,0
26.1289,91.7353,Kamrup,518.4,35.6,79,1,6.8,56.0,0.294,0.269,653.8,grassland,0
26.1824,91.7393,Kamrup,512.3,30.5,269,1,5.4,34.3,0.244,0.233,653.8,forest,0
26.1574,91.7535,Kamrup,636.8,38.6,277,1,5.9,34.0,0.24,0.231,653.8,forest,0
26.1553,91.7375,Kamrup,578.4,33.4,231,1,5.0,32.3,0.272,0.258,653.8,forest,1
26.1283,91.7634,Kamrup,631.5,36.5,73,1,4.0,26.5,0.397,0.225,653.8,urban,0
26.1502,91.7207,Kamrup,510.6,25.5,138,1,4.1,30.2,0.211,0.214,653.8,urban,0
26.1857,91.7321,Kamrup,518.7,33.8,28,1,3.6,28.8,0.265,0.21,653.8,forest,0
26.1443,91.7122,Kamrup,515.3,31.6,90,1,7.5,62.6,0.262,0.253,653.8,forest,0
26.1754,91.7384,Kamrup,519.6,50.9,226,1,5.0,33.1,0.287,0.271,653.8,agriculture,0
26.1248,91.7557,Kamrup,508.9,36.0,200,1,3.5,29.3,0.295,0.276,653.8,urban,0
26.1348,91.7341,Kamrup,527.0,35.3,83,1,6.2,51.2,0.34,0.279,653.8,grassland,0
26.1239,91.7418,Kamrup,652.2,33.2,128,1,5.5,36.4,0.421,0.244,653.8,agriculture,1
26.1172,91.7426,Kamrup,483.3,26.7,175,1,5.4,42.5,0.313,0.246,653.8,forest,0
26.1353,91.7299,Kamrup,601.8,37.1,119,1,4.8,36.8,0.294,0.24,653.8,forest,0
26.1346,91.7531,Kamrup,519.0,36.7,192,1,5.7,35.6,0.298,0.243,653.8,forest,1
26.13,91.7272,Kamrup,550.8,34.1,158,1,7.2,43.9,0.335,0.2,653.8,grassland,0
26.1343,91.7269,Kamrup,490.6,34.9,171,1,6.6,38.7,0.23,0.227,653.8,bare,0
26.1276,91.7171,Kamrup,756.4,36.4,325,1,5.6,33.4,0.297,0.246,653.8,urban,0
26.1347,91.7133,Kamrup,517.5,36.2,65,1,4.0,22.7,0.185,0.295,653.8,forest,0
26.1373,91.7303,Kamrup,539.6,38.8,125,1,3.3,24.9,0.251,0.279,653.8,forest,1
26.1647,91.7261,Kamrup,542.6,40.9,319,1,4.4,26.8,0.255,0.296,653.8,bare,0
26.129,91.753,Kamrup,529.5,27.9,5,1,7.3,51.6,0.283,0.25,653.8,forest,1
26.1607,91.7234,Kamrup,592.8,38.9,129,1,3.1,20.8,0.311,0.209,653.8,agriculture,0
26.1594,91.7577,Kamrup,576.4,33.7,51,1,5.3,34.1,0.327,0.28,653.8,forest,0
26.1124,91.7214,Kamrup,542.2,41.1,41,1,5.4,34.0,0.272,0.224,653.8,bare,0
26.1786,91.7353,Kamrup,488.0,35.4,217,1,5.0,32.0,0.349,0.212,653.8,urban,0
26.1601,91.7286,Kamrup,658.3,43.7,62,1,5.2,42.6,0.233,0.218,653.8,urban,0
26.1058,91.7696,Kamrup,463.4,37.3,335,1,7.3,43.7,0.31,0.227,653.8,grassland,0
26.1512,91.7217,Kamrup,548.5,41.5,352,1,5.7,42.2,0.188,0.247,653.8,agriculture,0
26.1548,91.7117,Kamrup,481.8,41.5,338,1,4.9,29.6,0.314,0.275,653.8,agriculture,0
26.1536,91.7514,Kamrup,540.8,45.6,325,1,3.9,25.1,0.306,0.267,653.8,grassland,1
26.1468,91.7188,Kamrup,649.8,38.5,250,1,3.1,20.2,0.332,0.232,653.8,grassland,0
26.1348,91.7572,Kamrup,549.7,30.1,161,1,3.1,21.4,0.398,0.224,653.8,grassland,0
26.1424,91.7307,Kamrup,583.6,37.8,60,1,3.3,21.6,0.257,0.207,653.8,urban,0
26.1326,91.7267,Kamrup,602.1,41.0,256,1,4.8,29.4,0.353,0.225,653.8,agriculture,0
26.1653,91.7317,Kamrup,581.7,36.3,98,1,6.4,46.7,0.312,0.276,653.8,grassland,0
26.1587,91.7078,Kamrup,643.6,35.1,260,1,2.8,20.3,0.286,0.241,653.8,forest,0
26.1428,91.7092,Kamrup,586.5,29.8,65,1,5.7,40.4,0.317,0.226,653.8,agriculture,0
26.1036,91.7297,Kamrup,514.3,27.7,292,1,3.3,19.4,0.342,0.265,653.8,agriculture,0
26.1512,91.7608,Kamrup,589.1,39.8,55,2,10.1,77.3,0.242,0.302,653.8,urban,0
26.1577,91.77,Kamrup,629.8,40.3,185,2,6.3,43.9,0.395,0.322,653.8,urban,1
26.1516,91.7236,Kamrup,626.8,30.6,12,2,9.7,64.6,0.305,0.313,653.8,forest,1
26.116,91.7407,Kamrup,552.6,29.4,323,2,9.3,60.5,0.255,0.275,653.8,forest,1
26.1488,91.7393,Kamrup,504.9,40.1,289,2,6.3,51.1,0.319,0.253,653.8,agriculture,0
26.1376,91.746,Kamrup,696.8,40.2,45,2,4.0,25.1,0.313,0.267,653.8,bare,0
26.1141,91.7434,Kamrup,577.2,46.9,46,2,10.2,79.5,0.386,0.279,653.8,urban,0
26.1676,91.7395,Kamrup,544.3,33.1,183,2,4.8,29.0,0.381,0.255,653.8,urban,1
26.1736,91.7243,Kamrup,529.7,37.8,153,2,6.3,43.3,0.396,0.288,653.8,urban,0
26.1566,91.7263,Kamrup,531.3,45.1,298,2,11.0,72.8,0.308,0.249,653.8,bare,1
26.1494,91.7324,Kamrup,464.8,26.6,289,2,8.4,51.0,0.326,0.234,653.8,grassland,0
26.144,91.7081,Kamrup,542.4,40.5,32,2,10.9,64.3,0.284,0.32,653.8,agriculture,1
26.1433,91.709,Kamrup,590.5,27.7,196,2,10.9,70.8,0.361,0.321,653.8,agriculture,0
26.1905,91.7365,Kamrup,472.3,43.1,260,2,8.3,56.0,0.395,0.265,653.8,grassland,0
26.1388,91.7519,Kamrup,549.7,35.0,21,2,8.4,65.8,0.306,0.329,653.8,agriculture,0
26.1393,91.7385,Kamrup,383.9,34.9,306,2,9.9,63.4,0.346,0.288,653.8,forest,0
26.1397,91.7595,Kamrup,467.1,39.4,61,2,5.3,31.1,0.359,0.243,653.8,forest,0
26.1506,91.7071,Kamrup,570.6,40.5,57,2,9.1,61.3,0.33,0.335,653.8,forest,0
26.1288,91.7633,Kamrup,669.5,39.2,272,2,6.2,43.3,0.4,0.225,653.8,bare,0
26.1123,91.7597,Kamrup,463.8,37.5,254,2,8.4,66.8,0.31,0.309,653.8,agriculture,0
26.1556,91.7277,Kamrup,540.5,31.0,295,2,8.5,48.3,0.288,0.226,653.8,bare,0
26.1682,91.7375,Kamrup,548.0,41.8,356,2,4.4,30.7,0.366,0.241,653.8,grassland,0
26.1371,91.7427,Kamrup,620.1,37.6,46,2,4.3,24.4,0.312,0.271,653.8,forest,0
26.1176,91.7408,Kamrup,469.4,40.1,178,2,9.0,68.9,0.348,0.308,653.8,grassland,0
26.1596,91.7278,Kamrup,537.9,34.9,52,2,7.9,50.3,0.342,0.335,653.8,urban,0
26.153,91.7526,Kamrup,538.0,35.8,183,2,10.7,60.4,0.333,0.3,653.8,forest,0
26.1225,91.7159,Kamrup,449.8,37.0,231,2,11.6,87.4,0.31,0.284,653.8,bare,0
26.1432,91.6978,Kamrup,546.0,32.0,132,2,4.8,37.2,0.347,0.268,653.8,forest,0
26.1151,91.744,Kamrup,549.6,37.9,241,2,9.6,69.7,0.423,0.328,653.8,agriculture,0
26.1637,91.7846,Kamrup,574.6,37.4,188,2,6.7,39.5,0.319,0.262,653.8,agriculture,0
26.1498,91.7409,Kamrup,614.2,33.1,59,2,11.8,69.3,0.384,0.31,653.8,forest,0
26.1041,91.7551,Kamrup,581.9,31.0,229,2,5.6,41.9,0.388,0.288,653.8,grassland,0
26.1689,91.764,Kamrup,487.1,38.3,64,2,8.5,67.9,0.347,0.311,653.8,urban,0
26.1565,91.7203,Kamrup,552.4,40.6,23,2,8.1,46.4,0.328,0.252,653.8,bare,1
26.1536,91.7468,Kamrup,547.5,30.7,219,2,4.9,36.5,0.381,0.285,653.8,forest,0
26.1687,91.7146,Kamrup,560.8,32.6,171,2,8.8,60.3,0.295,0.275,653.8,agriculture,1
26.1334,91.7371,Kamrup,601.5,35.4,66,2,4.9,40.9,0.384,0.244,653.8,urban,0
26.1679,91.7295,Kamrup,576.4,39.6,69,2,6.6,46.5,0.354,0.306,653.8,forest,0
26.1039,91.7599,Kamrup,540.7,38.5,248,2,8.6,68.4,0.382,0.315,653.8,urban,1
26.1379,91.7226,Kamrup,640.9,39.6,182,2,11.3,91.0,0.266,0.318,653.8,grassland,0
26.1102,91.7606,Kamrup,532.5,40.9,356,2,9.5,63.6,0.377,0.315,653.8,grassland,0
26.1357,91.7183,Kamrup,612.0,32.8,119,2,5.5,41.5,0.352,0.285,653.8,agriculture,0
26.1603,91.7499,Kamrup,561.2,40.4,358,2,11.2,77.8,0.239,0.334,653.8,forest,0
26.1497,91.7376,Kamrup,607.8,39.8,295,2,4.2,31.3,0.325,0.242,653.8,agriculture,0
26.1433,91.7211,Kamrup,564.3,39.9,123,2,4.9,37.8,0.335,0.335,653.8,urban,1
26.1522,91.7344,Kamrup,539.9,39.7,94,2,7.1,48.9,0.327,0.319,653.8,grassland,0
26.1767,91.7105,Kamrup,688.6,43.4,13,2,8.9,50.5,0.33,0.231,653.8,bare,0
26.1419,91.7109,Kamrup,478.8,41.4,360,2,7.2,45.2,0.392,0.266,653.8,agriculture,0
26.1345,91.7251,Kamrup,507.4,38.2,346,2,8.3,68.0,0.405,0.237,653.8,forest,0
26.1522,91.7514,Kamrup,648.4,40.1,225,2,6.8,39.8,0.3,0.252,653.8,bare,1
26.1471,91.7266,Kamrup,552.0,33.9,294,3,19.5,122.7,0.346,0.364,653.8,urban,0
26.1603,91.7339,Kamrup,627.2,36.7,81,3,8.9,64.4,0.401,0.272,653.8,grassland,0
26.1346,91.7201,Kamrup,511.2,35.6,223,3,16.7,96.2,0.366,0.275,653.8,grassland,0
26.1586,91.7248,Kamrup,491.5,36.5,347,3,8.9,60.7,0.403,0.31,653.8,grassland,0
26.1328,91.7391,Kamrup,490.6,35.4,178,3,17.1,110.4,0.464,0.38,653.8,urban,0
26.1233,91.731,Kamrup,617.0,40.2,142,3,7.9,58.0,0.444,0.281,653.8,grassland,0
26.1658,91.7499,Kamrup,570.5,39.0,90,3,20.7,169.3,0.429,0.317,653.8,urban,0
26.1409,91.7411,Kamrup,539.2,31.2,172,3,13.5,81.6,0.435,0.296,653.8,agriculture,1
26.1678,91.7426,Kamrup,556.1,35.1,151,3,9.2,63.1,0.339,0.28,653.8,urban,0
26.1484,91.7145,Kamrup,535.6,32.9,226,3,12.9,94.7,0.441,0.317,653.8,bare,0
26.108,91.7664,Kamrup,628.8,38.2,224,3,16.9,108.9,0.412,0.293,653.8,bare,1
26.1592,91.766,Kamrup,603.2,34.9,227,3,18.9,136.9,0.453,0.287,653.8,forest,0
26.1638,91.757,Kamrup,593.9,37.1,26,3,17.9,144.0,0.329,0.36,653.8,forest,1
26.1272,91.7361,Kamrup,524.2,36.7,48,3,16.6,118.7,0.442,0.345,653.8,agriculture,0
26.1339,91.7336,Kamrup,469.8,36.4,235,3,19.4,159.2,0.462,0.264,653.8,bare,0
26.1598,91.7317,Kamrup,648.9,41.0,163,3,8.5,57.6,0.323,0.348,653.8,agriculture,1
26.1491,91.7317,Kamrup,552.7,31.2,25,3,13.4,78.5,0.419,0.326,653.8,urban,0
26.162,91.7248,Kamrup,519.2,36.6,93,3,20.4,144.1,0.399,0.35,653.8,agriculture,0
26.1651,91.7603,Kamrup,634.4,28.4,302,3,18.4,138.9,0.387,0.35,653.8,agriculture,0
26.1162,91.7426,Kamrup,505.8,30.0,94,3,21.3,135.7,0.454,0.277,653.8,grassland,0
26.1525,91.7427,Kamrup,458.1,37.6,28,3,12.7,79.9,0.37,0.265,653.8,urban,0
26.1207,91.7411,Kamrup,613.9,48.0,119,3,12.1,81.3,0.367,0.348,653.8,grassland,1
26.132,91.7762,Kamrup,528.8,41.5,158,3,17.2,129.9,0.326,0.317,653.8,bare,1
26.1221,91.7663,Kamrup,543.2,38.3,3,3,8.1,57.9,0.502,0.316,653.8,bare,0
26.1553,91.7161,Kamrup,536.1,35.2,188,3,13.8,102.0,0.372,0.266,653.8,agriculture,0
26.1433,91.7429,Kamrup,603.7,36.8,234,3,12.5,70.5,0.502,0.329,653.8,grassland,0
26.1372,91.7182,Kamrup,693.7,40.4,74,3,18.9,110.9,0.412,0.317,653.8,forest,1
26.1346,91.7177,Kamrup,503.9,36.7,291,3,10.3,78.2,0.43,0.278,653.8,urban,0
26.148,91.7506,Kamrup,571.5,37.0,43,3,7.8,57.3,0.398,0.381,653.8,bare,0
26.1699,91.7482,Kamrup,531.9,39.7,119,3,9.6,73.0,0.292,0.333,653.8,urban,1
26.1232,91.7434,Kamrup,482.4,33.4,279,3,22.0,172.0,0.367,0.363,653.8,forest,0
26.1169,91.7207,Kamrup,615.7,37.8,250,3,15.6,123.0,0.449,0.301,653.8,urban,0
26.1545,91.7374,Kamrup,611.5,37.2,30,3,10.2,60.3,0.352,0.359,653.8,bare,1
26.1815,91.7331,Kamrup,601.7,37.0,307,3,17.7,148.8,0.438,0.279,653.8,forest,0
26.1253,91.783,Kamrup,520.3,35.1,284,3,17.3,137.1,0.369,0.347,653.8,urban,0
26.1287,91.7256,Kamrup,625.9,27.6,172,3,17.7,99.0,0.399,0.331,653.8,forest,0
26.1375,91.7482,Kamrup,538.0,33.1,73,3,15.2,89.3,0.367,0.327,653.8,agriculture,0
26.1475,91.7625,Kamrup,517.5,33.5,187,3,16.7,108.4,0.314,0.321,653.8,urban,0
26.1651,91.7443,Kamrup,546.7,43.2,40,3,8.2,56.8,0.31,0.301,653.8,grassland,0
26.1293,91.7151,Kamrup,587.5,38.7,163,3,13.7,96.6,0.31,0.282,653.8,bare,1
26.1813,91.7272,Kamrup,490.9,44.8,205,3,22.3,182.8,0.305,0.299,653.8,agriculture,0
26.1468,91.7749,Kamrup,594.6,35.1,208,3,13.2,100.5,0.415,0.268,653.8,urban,0
26.1334,91.6778,Kamrup,630.9,40.1,340,3,18.3,138.2,0.444,0.347,653.8,urban,1
26.1441,91.7231,Kamrup,543.4,35.4,308,3,12.4,97.6,0.406,0.313,653.8,urban,0
26.1721,91.6996,Kamrup,550.4,32.9,223,3,14.3,92.5,0.351,0.26,653.8,forest,0
26.1226,91.7377,Kamrup,501.5,35.8,54,3,12.4,99.2,0.436,0.32,653.8,bare,0
26.1747,91.6991,Kamrup,578.7,40.8,344,3,7.6,56.8,0.354,0.278,653.8,urban,0
26.1542,91.7561,Kamrup,641.1,44.9,136,3,11.8,96.8,0.318,0.344,653.8,grassland,0
26.1378,91.7362,Kamrup,585.2,30.8,170,3,7.9,52.1,0.421,0.285,653.8,grassland,0
26.138,91.7487,Kamrup,425.6,43.5,301,3,19.9,149.2,0.39,0.271,653.8,bare,1
26.1354,91.7427,Kamrup,619.3,27.2,259,4,31.0,190.1,0.468,0.346,653.8,agriculture,0
26.1378,91.7234,Kamrup,605.2,43.8,305,4,36.0,278.3,0.457,0.329,653.8,bare,0
26.1575,91.7683,Kamrup,576.7,39.1,68,4,18.0,134.3,0.433,0.31,653.8,agriculture,0
26.1569,91.711,Kamrup,531.9,41.4,161,4,23.8,149.6,0.44,0.435,653.8,bare,1
26.1252,91.7053,Kamrup,567.9,35.6,31,4,26.8,178.6,0.442,0.381,653.8,forest,0
26.1605,91.7475,Kamrup,609.0,40.9,75,4,23.6,190.9,0.412,0.315,653.8,bare,0
26.1299,91.7537,Kamrup,482.8,40.7,338,4,28.9,167.7,0.439,0.393,653.8,urban,1
26.1244,91.7547,Kamrup,563.0,41.6,242,4,17.2,121.0,0.483,0.366,653.8,urban,0
26.1676,91.7158,Kamrup,600.6,31.1,16,4,29.3,186.4,0.426,0.306,653.8,bare,1
26.1382,91.7389,Kamrup,523.1,33.7,16,4,16.3,98.6,0.438,0.433,653.8,urban,0
26.1537,91.7168,Kamrup,592.2,31.1,169,4,34.1,283.5,0.417,0.396,653.8,bare,0
26.1476,91.7526,Kamrup,554.1,31.8,114,4,16.7,110.9,0.481,0.348,653.8,forest,0
26.1602,91.7162,Kamrup,442.5,36.7,235,4,28.6,211.4,0.453,0.412,653.8,agriculture,1
26.1411,91.7285,Kamrup,513.4,30.2,221,4,30.1,178.8,0.425,0.425,653.8,forest,0
26.1417,91.7239,Kamrup,556.4,38.1,136,4,24.5,158.8,0.386,0.344,653.8,urban,1
26.1591,91.7589,Kamrup,483.9,37.6,30,4,23.3,133.5,0.39,0.336,653.8,grassland,0
26.1589,91.7659,Kamrup,554.5,41.8,87,4,13.3,78.5,0.339,0.399,653.8,urban,0
26.1406,91.8133,Kamrup,505.4,29.8,354,4,20.9,125.3,0.403,0.32,653.8,agriculture,0
26.1246,91.7524,Kamrup,533.9,36.6,318,4,34.6,238.8,0.524,0.402,653.8,urban,0
26.1774,91.7269,Kamrup,633.0,37.5,52,4,16.9,112.2,0.464,0.403,653.8,urban,0
26.1758,91.7318,Kamrup,522.7,33.9,47,4,28.4,178.9,0.44,0.445,653.8,agriculture,1
26.1639,91.7429,Kamrup,547.3,30.7,159,4,34.8,204.9,0.478,0.388,653.8,agriculture,0
26.1196,91.6782,Kamrup,520.5,42.0,249,4,34.8,201.6,0.431,0.369,653.8,agriculture,0
26.1553,91.7661,Kamrup,567.1,37.5,264,4,27.2,189.9,0.514,0.403,653.8,grassland,0
26.1461,91.7085,Kamrup,504.8,38.7,184,4,27.3,210.0,0.421,0.423,653.8,urban,0
26.1266,91.7151,Kamrup,504.6,34.5,337,4,13.1,106.8,0.44,0.31,653.8,agriculture,0
26.1438,91.7299,Kamrup,608.6,24.8,169,4,26.4,192.7,0.563,0.389,653.8,urban,0
26.0951,91.773,Kamrup,513.2,37.2,94,4,33.0,194.9,0.515,0.365,653.8,bare,0
26.1293,91.7529,Kamrup,510.9,40.8,236,4,28.0,211.2,0.345,0.383,653.8,agriculture,0
26.1761,91.7489,Kamrup,518.2,32.4,214,4,36.0,297.2,0.495,0.444,653.8,urban,0
26.128,91.7508,Kamrup,588.8,39.2,11,4,35.1,204.2,0.426,0.312,653.8,grassland,0
26.1376,91.7483,Kamrup,583.3,31.3,345,4,19.3,145.9,0.341,0.447,653.8,grassland,0
26.1383,91.7475,Kamrup,522.0,32.4,216,4,20.7,145.4,0.421,0.346,653.8,bare,0
26.1322,91.7209,Kamrup,549.4,33.9,139,4,36.3,235.1,0.437,0.304,653.8,agriculture,1
26.1444,91.7352,Kamrup,629.7,36.9,46,4,34.5,200.8,0.462,0.326,653.8,grassland,1
26.15,91.7369,Kamrup,514.1,29.6,169,4,18.3,113.8,0.45,0.376,653.8,bare,1
26.1674,91.7383,Kamrup,604.5,45.3,80,4,18.6,148.2,0.44,0.333,653.8,bare,0
26.1646,91.7474,Kamrup,570.6,30.1,351,4,29.1,182.7,0.467,0.444,653.8,grassland,0
26.1776,91.7355,Kamrup,532.6,34.9,139,4,18.8,120.8,0.47,0.311,653.8,agriculture,0
26.1399,91.766,Kamrup,530.2,53.6,26,4,21.7,147.3,0.532,0.407,653.8,bare,0
26.1571,91.7603,Kamrup,508.2,35.7,185,4,18.5,154.2,0.514,0.423,653.8,bare,1
26.1347,91.7612,Kamrup,583.5,42.2,40,4,34.3,202.4,0.484,0.32,653.8,bare,1
26.1803,91.7494,Kamrup,556.2,29.1,63,4,24.9,173.7,0.435,0.325,653.8,forest,0
26.169,91.7447,Kamrup,615.9,28.0,307,4,20.6,135.8,0.448,0.404,653.8,urban,0
26.1399,91.7881,Kamrup,627.3,37.0,266,4,30.4,198.4,0.409,0.359,653.8,grassland,0
26.1651,91.7294,Kamrup,557.9,38.8,5,4,19.4,129.7,0.43,0.447,653.8,agriculture,0
26.1515,91.7434,Kamrup,504.2,35.8,137,4,29.2,215.5,0.38,0.373,653.8,grassland,0
26.1356,91.7412,Kamrup,515.0,41.4,84,4,27.7,223.2,0.447,0.347,653.8,bare,1
26.1476,91.7254,Kamrup,616.6,40.3,106,4,20.2,129.8,0.429,0.309,653.8,bare,1
26.1713,91.7588,Kamrup,445.5,30.3,236,4,19.1,158.4,0.471,0.365,653.8,urban,0
26.1193,91.7339,Kamrup,623.2,30.8,22,5,28.7,191.8,0.613,0.361,653.8,urban,0
26.1461,91.7336,Kamrup,521.9,33.9,251,5,35.4,287.5,0.49,0.374,653.8,urban,0
26.1297,91.7457,Kamrup,493.8,31.4,279,5,26.7,196.7,0.52,0.479,653.8,agriculture,1
26.1532,91.75,Kamrup,578.3,46.8,56,5,39.5,310.7,0.483,0.519,653.8,bare,1
26.0911,91.7404,Kamrup,484.4,30.8,117,5,24.9,187.3,0.556,0.444,653.8,forest,0
26.1437,91.7373,Kamrup,546.1,37.8,293,5,55.3,399.9,0.506,0.529,653.8,forest,1
26.1355,91.7295,Kamrup,556.1,43.8,320,5,31.7,243.1,0.426,0.529,653.8,urban,1
26.1621,91.7214,Kamrup,472.4,31.2,23,5,25.0,180.4,0.582,0.483,653.8,urban,1
26.1175,91.7485,Kamrup,574.6,36.8,179,5,37.4,251.9,0.564,0.49,653.8,agriculture,1
26.1542,91.7554,Kamrup,632.8,37.4,138,5,53.7,373.1,0.379,0.423,653.8,bare,1
26.1481,91.7418,Kamrup,512.4,31.3,126,5,60.5,386.1,0.514,0.481,653.8,forest,0
26.1484,91.6962,Kamrup,550.7,37.4,81,5,63.7,387.1,0.554,0.502,653.8,forest,1
26.165,91.7679,Kamrup,633.5,38.1,24,5,55.5,375.1,0.463,0.475,653.8,bare,0
26.1446,91.7446,Kamrup,574.0,31.2,11,5,50.0,326.3,0.415,0.476,653.8,grassland,1
26.1364,91.7336,Kamrup,620.8,37.9,355,5,60.7,404.3,0.434,0.518,653.8,grassland,1
26.1454,91.7256,Kamrup,527.9,27.7,77,5,65.7,510.4,0.451,0.487,653.8,urban,0
26.1696,91.7328,Kamrup,572.0,42.2,298,5,45.4,319.2,0.413,0.506,653.8,grassland,1
26.1195,91.7356,Kamrup,530.6,42.4,87,5,46.0,366.2,0.566,0.399,653.8,grassland,0
26.1247,91.7292,Kamrup,480.2,40.3,305,5,62.5,496.0,0.455,0.416,653.8,forest,0
26.1482,91.7544,Kamrup,549.2,33.3,72,5,33.9,275.7,0.51,0.463,653.8,forest,0
26.174,91.7264,Kamrup,588.5,44.7,281,5,56.7,326.5,0.388,0.502,653.8,agriculture,0
26.1166,91.7528,Kamrup,487.9,32.9,69,5,27.8,184.9,0.517,0.422,653.8,agriculture,1
26.1098,91.7463,Kamrup,560.7,36.8,350,5,37.1,291.2,0.506,0.503,653.8,agriculture,0
26.1355,91.7552,Kamrup,566.5,36.7,36,5,35.8,254.8,0.494,0.476,653.8,forest,1
26.1312,91.7255,Kamrup,471.5,24.6,311,5,40.4,291.1,0.502,0.473,653.8,agriculture,0
26.153,91.6834,Kamrup,606.6,33.3,291,5,61.9,510.8,0.495,0.378,653.8,bare,0
26.1571,91.7204,Kamrup,505.5,39.4,49,5,36.4,287.5,0.559,0.413,653.8,agriculture,0
26.121,91.7482,Kamrup,562.6,38.9,290,5,44.4,330.2,0.535,0.532,653.8,agriculture,1
26.1255,91.7392,Kamrup,552.4,29.0,345,5,48.2,275.1,0.514,0.529,653.8,urban,0
26.1676,91.7576,Kamrup,612.9,40.7,340,5,65.4,429.2,0.484,0.478,653.8,forest,0
26.126,91.7442,Kamrup,579.6,31.5,274,5,63.9,447.0,0.498,0.383,653.8,forest,1
26.1344,91.7224,Kamrup,497.5,29.2,222,5,65.4,525.9,0.545,0.533,653.8,bare,0
26.1446,91.7457,Kamrup,562.1,32.0,313,5,60.3,410.7,0.422,0.472,653.8,forest,0
26.1103,91.7774,Kamrup,664.1,34.7,111,5,67.3,415.5,0.539,0.533,653.8,grassland,1
26.1797,91.7264,Kamrup,535.0,34.5,108,5,34.6,284.1,0.419,0.471,653.8,grassland,1
26.1526,91.7032,Kamrup,513.4,37.4,250,5,22.6,138.1,0.452,0.447,653.8,urban,0
26.1655,91.7347,Kamrup,587.5,36.6,221,5,34.6,242.9,0.497,0.46,653.8,urban,0
26.1115,91.7447,Kamrup,575.2,27.9,65,5,41.6,323.0,0.519,0.525,653.8,bare,1
26.1535,91.7365,Kamrup,567.0,32.8,304,5,55.1,458.9,0.549,0.425,653.8,agriculture,1
26.1577,91.7694,Kamrup,548.0,40.5,291,5,22.5,145.3,0.395,0.503,653.8,forest,0
26.1752,91.713,Kamrup,608.6,31.5,56,5,67.0,506.1,0.457,0.477,653.8,bare,1
26.1496,91.7538,Kamrup,565.7,32.3,232,5,48.2,318.8,0.51,0.476,653.8,agriculture,1
26.1394,91.7384,Kamrup,575.9,39.1,157,5,38.5,311.8,0.505,0.531,653.8,urban,1
26.1014,91.7459,Kamrup,569.4,37.0,329,5,47.9,378.2,0.581,0.532,653.8,bare,0
26.1408,91.7461,Kamrup,664.1,44.1,168,5,45.0,348.7,0.35,0.402,653.8,agriculture,0
26.1674,91.7416,Kamrup,535.3,49.0,63,5,61.1,457.0,0.476,0.484,653.8,grassland,1
26.141,91.7164,Kamrup,511.2,40.8,50,5,31.9,227.8,0.465,0.531,653.8,agriculture,1
26.1223,91.738,Kamrup,638.4,29.3,317,5,34.1,195.0,0.364,0.454,653.8,urban,0
26.1743,91.7325,Kamrup,537.6,35.9,131,5,60.0,396.9,0.421,0.419,653.8,forest,0
26.1676,91.7123,Kamrup,615.6,30.0,20,5,48.7,356.0,0.448,0.519,653.8,agriculture,1
26.1504,91.7287,Kamrup,507.3,31.8,171,6,64.6,378.4,0.47,0.673,653.8,urban,1
26.1513,91.7425,Kamrup,635.5,27.2,163,6,71.4,588.4,0.462,0.633,653.8,grassland,0
26.1396,91.7158,Kamrup,565.3,36.6,0,6,96.7,607.9,0.541,0.709,653.8,forest,1
26.1276,91.7319,Kamrup,596.6,36.0,141,6,159.4,987.5,0.599,0.656,653.8,agriculture,1
26.1852,91.76,Kamrup,528.3,35.8,180,6,67.2,447.9,0.468,0.598,653.8,agriculture,1
