latitude,longitude,district,state,elevation,slope,aspect,rainfall_24hr,rainfall_7days,ndvi,soil_moisture,distance_to_road,month,landslide
27.5112,95.5368,Dibrugarh,NER,1129.0,8.9,265.7,8.7,62.5,0.728,0.946,141.8,9,0
25.0693,93.4703,Imphal,NER,560.2,35.6,30.3,18.8,80.4,0.627,0.456,2017.5,8,0
26.6401,91.7765,Guwahati,NER,2107.7,18.4,95.4,31.1,207.8,0.428,0.309,363.7,7,0
25.1858,93.9954,Imphal,NER,397.9,30.1,175.4,6.1,39.5,0.667,0.193,3271.3,6,0
24.407,91.0476,Agartala,NER,1150.5,33.1,332.2,3.4,27.4,0.581,0.611,784.9,8,0
25.4287,92.6072,Shillong,NER,667.9,24.4,301.5,0.8,3.9,0.525,0.364,3139.8,9,0
25.6363,93.9363,Kohima,NER,2125.6,20.9,207.9,12.4,67.5,0.728,0.62,669.8,7,0
24.1482,91.0614,Agartala,NER,1256.8,41.1,20.2,1.3,8.6,0.319,0.581,2786.8,9,0
27.881,94.4201,Dibrugarh,NER,291.3,18.8,209.4,10.8,44.5,0.276,0.799,1293.8,9,0
26.4085,93.9457,Jorhat,NER,1915.5,8.8,117.4,1.9,11.8,0.285,0.469,8509.5,9,0
25.1263,91.6202,Shillong,NER,189.8,18.4,292.7,27.8,137.2,0.285,0.888,458.3,8,0
24.5511,93.4531,Imphal,NER,681.4,16.0,230.5,1.3,12.8,0.415,0.214,2712.5,6,0
26.1909,92.7272,Tezpur,NER,503.2,3.6,318.4,0.2,0.9,0.523,0.922,281.0,8,0
25.7051,93.5213,Kohima,NER,2156.4,2.2,159.7,4.3,24.5,0.397,0.442,3502.7,9,0
23.6649,92.7238,Aizawl,NER,798.1,23.1,46.5,8.4,82.2,0.709,0.715,1220.3,9,0
23.7003,93.0127,Aizawl,NER,1803.2,21.6,14.2,0.3,1.0,0.48,0.809,237.4,6,0
26.0292,92.0089,Guwahati,NER,1984.5,11.6,170.0,3.3,16.4,0.574,0.744,1158.1,8,0
23.7054,93.0472,Aizawl,NER,1810.9,6.3,225.1,29.6,107.9,0.486,0.334,10772.8,8,0
23.5855,92.0024,Aizawl,NER,506.0,23.6,81.8,1.1,5.6,0.786,0.764,3398.6,8,1
25.8847,91.1669,Guwahati,NER,1976.3,29.4,291.6,1.4,11.4,0.439,0.541,165.9,6,0
23.327,92.612,Aizawl,NER,1180.3,28.7,94.5,13.5,63.3,0.869,0.757,1172.0,6,0
24.6375,93.8343,Imphal,NER,652.8,23.6,256.0,4.3,42.4,0.286,0.117,185.5,7,0
25.1019,94.0391,Imphal,NER,767.8,11.4,111.5,1.4,13.9,0.664,0.933,684.2,8,0
25.0498,94.2207,Imphal,NER,117.7,6.6,150.6,1.8,6.4,0.323,0.379,891.6,9,0
25.775,94.3039,Kohima,NER,2483.1,7.6,159.9,16.7,84.4,0.445,0.844,510.2,8,0
24.9792,93.8327,Kohima,NER,1134.9,29.8,196.9,4.9,16.4,0.541,0.329,597.1,9,0
23.3268,92.5977,Aizawl,NER,492.5,6.2,226.2,10.3,91.3,0.733,0.681,70.0,8,0
25.5793,92.2249,Shillong,NER,811.7,21.9,37.2,1.8,16.8,0.076,0.71,1967.3,7,1
23.9384,90.8935,Agartala,NER,1167.6,22.9,349.0,8.3,31.3,0.353,0.311,12125.7,9,0
26.1282,92.4843,Tezpur,NER,151.9,22.3,194.1,27.0,253.0,0.442,0.508,113.4,9,0
25.0729,94.0001,Imphal,NER,848.0,23.7,245.7,8.0,41.3,0.106,0.68,24.0,6,1
25.6586,94.2212,Kohima,NER,2186.4,9.0,337.6,1.9,12.7,0.507,0.869,1746.6,9,0
26.68,92.6809,Tezpur,NER,2374.7,5.8,73.0,2.6,14.4,0.337,0.241,1965.1,6,0
23.9317,92.8159,Aizawl,NER,1754.6,33.1,223.1,9.9,42.4,0.923,0.636,2752.9,8,0
26.8042,92.3817,Tezpur,NER,2399.1,34.5,63.3,11.3,37.8,0.607,0.565,502.8,7,0
26.2756,91.6553,Guwahati,NER,1477.4,28.4,334.1,27.6,139.3,0.358,0.324,4523.2,6,0
27.4138,94.8952,Dibrugarh,NER,2369.7,26.9,33.5,5.7,37.6,0.432,0.444,2645.8,6,0
26.5037,93.1223,Tezpur,NER,1674.0,30.3,95.8,2.2,13.3,0.32,0.809,1258.5,7,0
23.6723,90.9527,Agartala,NER,2016.5,22.3,227.0,2.5,8.7,0.567,0.438,6108.2,8,0
26.1099,91.7228,Guwahati,NER,743.2,14.2,259.0,7.6,38.8,0.369,0.633,1733.1,6,0
26.7068,92.5941,Tezpur,NER,1690.9,8.7,48.9,4.2,14.5,0.722,0.368,455.7,8,0
26.7469,94.1662,Itanagar,NER,499.7,13.6,209.1,3.3,16.8,0.403,0.611,1745.7,7,0
27.2454,94.6236,Jorhat,NER,1137.0,10.8,217.5,24.1,98.4,0.596,0.554,1194.5,8,0
25.8442,93.8492,Kohima,NER,1694.4,18.0,189.1,0.1,0.5,0.459,0.71,473.4,7,0
25.4082,91.7979,Shillong,NER,719.9,31.1,73.5,28.3,224.1,0.94,0.076,4064.5,7,0
24.0212,91.7649,Agartala,NER,1281.7,23.5,120.7,7.8,74.3,0.706,0.868,104.3,7,0
27.0486,93.6793,Itanagar,NER,1105.4,28.5,39.4,3.7,35.6,0.742,0.681,211.7,8,0
26.0213,91.6802,Shillong,NER,1743.3,13.5,84.4,4.6,17.0,0.339,0.699,2709.8,8,0
25.5632,91.4412,Shillong,NER,984.9,27.4,146.3,0.3,0.9,0.799,0.594,3360.9,9,0
24.2169,94.2652,Imphal,NER,2415.8,18.6,180.9,0.1,0.7,0.59,0.679,1382.2,6,0
27.3789,95.0115,Dibrugarh,NER,604.5,11.0,76.7,1.1,11.1,0.814,0.479,3256.2,9,0
25.7679,92.0105,Shillong,NER,1350.1,21.6,0.2,0.7,2.5,0.667,0.664,880.3,6,0
26.7385,92.7179,Tezpur,NER,868.1,13.8,16.0,5.6,23.0,0.797,0.618,3370.7,8,0
26.6875,93.2155,Itanagar,NER,1370.2,25.4,121.9,11.9,69.3,0.53,0.152,813.1,6,0
23.6348,91.1784,Agartala,NER,1968.2,28.4,315.8,5.3,29.4,0.498,0.692,558.0,9,0
26.55,92.8546,Tezpur,NER,1693.7,26.6,340.3,9.0,30.4,0.479,0.459,4727.0,6,0
25.8777,91.265,Guwahati,NER,396.6,10.1,12.5,3.7,29.0,0.662,0.887,7.9,7,0
26.1552,92.1869,Guwahati,NER,820.2,15.6,194.3,4.4,32.2,0.829,0.716,7936.9,7,0
25.9353,91.7855,Shillong,NER,165.9,24.4,181.9,0.3,2.7,0.653,0.43,716.7,8,0
25.5572,91.3846,Shillong,NER,1077.8,10.6,189.7,21.4,149.9,0.794,0.677,551.7,8,0
24.8093,93.7166,Imphal,NER,449.5,7.9,249.1,1.8,16.8,0.672,0.458,5225.4,7,0
27.6674,95.2237,Dibrugarh,NER,2233.0,5.2,96.5,3.0,17.1,0.626,0.645,1978.8,9,0
26.304,92.74,Tezpur,NER,1307.6,10.7,349.9,10.3,78.1,0.514,0.754,364.9,8,0
26.6863,92.5394,Tezpur,NER,2240.5,13.0,13.4,7.3,64.3,0.477,0.573,204.9,9,0
27.839,95.5717,Dibrugarh,NER,1666.5,20.4,297.7,7.1,24.4,0.469,0.894,1533.4,8,1
27.0044,93.3111,Itanagar,NER,2384.1,25.8,30.0,3.1,9.7,0.337,0.727,1838.0,9,0
26.1408,92.3529,Guwahati,NER,746.7,17.6,233.2,13.5,107.2,0.606,0.554,2209.3,7,0
23.9238,91.8147,Agartala,NER,1320.9,29.4,165.9,12.8,47.7,0.775,0.748,2393.8,7,0
23.7827,92.5534,Aizawl,NER,1466.2,15.8,340.2,2.3,21.0,0.649,0.475,3226.9,8,0
26.0464,94.1144,Kohima,NER,1693.6,21.7,14.2,5.8,55.9,0.657,0.406,9615.0,6,0
23.8866,92.4674,Aizawl,NER,1092.8,17.1,158.6,6.8,46.3,0.19,0.45,1479.3,7,1
25.0228,93.9458,Imphal,NER,214.7,27.1,152.9,9.9,81.0,0.419,0.78,217.2,9,0
25.3986,94.0987,Kohima,NER,534.1,29.7,222.4,5.4,20.4,0.215,0.816,2566.3,9,1
23.3979,93.3088,Aizawl,NER,791.6,10.6,179.7,1.4,10.3,0.45,0.447,624.1,9,0
27.1335,94.7914,Dibrugarh,NER,727.4,31.3,286.7,8.3,79.0,0.694,0.432,1795.4,6,0
26.8695,94.1961,Jorhat,NER,369.7,28.1,99.7,2.4,13.9,0.485,0.341,166.9,6,0
26.8949,93.6649,Itanagar,NER,2150.8,14.6,83.8,9.2,40.9,0.641,0.762,6427.0,6,0
25.4525,92.2074,Shillong,NER,2119.9,23.3,27.1,20.2,131.6,0.577,0.563,1463.9,8,0
26.2769,91.7812,Guwahati,NER,446.6,37.8,3.1,0.3,1.5,0.135,0.754,1032.9,7,0
27.0606,92.5003,Tezpur,NER,1444.3,13.4,28.3,6.8,66.3,0.683,0.472,1393.6,9,0
26.2161,91.5494,Guwahati,NER,558.5,29.2,307.6,5.8,54.1,0.464,0.441,477.2,7,0
27.6873,94.9283,Dibrugarh,NER,840.0,16.3,36.7,12.7,90.4,0.281,0.255,2914.9,7,0
23.9338,91.4601,Agartala,NER,1434.1,32.5,188.9,0.8,5.2,0.499,0.261,514.3,7,0
24.7199,94.0931,Imphal,NER,1085.4,20.7,115.4,3.7,26.5,0.312,0.548,3304.3,9,0
24.2316,92.5824,Aizawl,NER,2338.3,17.7,314.4,0.7,2.6,0.728,0.503,1499.8,8,0
26.9923,92.2301,Guwahati,NER,1062.1,34.1,289.1,7.5,65.0,0.874,0.488,1693.6,9,0
26.4927,92.6556,Tezpur,NER,2143.0,7.6,122.1,1.8,14.0,0.386,0.61,1151.7,6,0
25.8597,91.956,Shillong,NER,2233.3,26.0,308.8,6.2,28.1,0.511,0.578,543.9,8,0
26.1679,91.9584,Guwahati,NER,1634.3,18.6,269.1,5.2,26.3,0.619,0.213,1194.2,8,0
23.7086,92.9754,Aizawl,NER,251.7,20.9,195.9,43.1,199.3,0.481,0.659,1123.6,7,0
24.1045,90.9634,Agartala,NER,1122.7,29.7,280.2,19.1,170.8,0.685,0.734,762.3,7,0
26.0291,91.6416,Guwahati,NER,336.8,24.8,283.8,9.0,53.7,0.302,0.444,537.2,6,0
27.5325,93.9963,Itanagar,NER,2020.4,15.4,21.6,1.6,12.4,0.714,0.728,5014.8,9,0
27.2108,94.8378,Dibrugarh,NER,1709.1,34.8,268.3,28.0,122.0,0.284,0.115,4806.7,7,0
23.3871,91.4148,Agartala,NER,2055.0,10.2,110.3,21.1,137.8,0.371,0.771,1140.7,6,0
24.5807,94.2029,Imphal,NER,1941.4,15.7,335.4,1.3,11.7,0.95,0.373,1321.0,7,0
25.6341,93.673,Kohima,NER,579.0,20.0,83.2,10.8,60.7,0.709,0.198,1515.2,6,0
26.1843,92.0812,Shillong,NER,1017.4,32.0,184.2,1.6,15.5,0.154,0.919,4037.1,7,0
26.6436,92.7417,Tezpur,NER,2217.4,15.8,33.5,11.4,63.0,0.701,0.759,1515.8,6,0
27.2566,94.7947,Dibrugarh,NER,2122.1,37.6,216.6,12.0,107.4,0.383,0.716,1421.4,7,0
26.9925,93.7087,Itanagar,NER,827.7,27.2,340.9,4.3,33.7,0.529,0.317,920.0,8,0
25.3051,94.2942,Kohima,NER,100.6,2.1,100.7,14.4,45.3,0.394,0.838,2411.0,7,0
26.3333,92.6939,Tezpur,NER,1700.1,34.5,301.0,67.0,273.3,0.467,0.76,163.1,7,0
26.1414,91.6223,Guwahati,NER,1174.2,20.6,166.9,10.8,51.2,0.172,0.499,280.9,9,0
26.3322,94.0386,Jorhat,NER,2318.8,12.9,79.7,1.3,9.4,0.718,0.673,1324.0,6,0
25.4428,94.3112,Kohima,NER,779.2,36.9,162.8,4.4,31.5,0.59,0.718,6389.5,8,0
26.6059,92.2079,Tezpur,NER,1693.8,20.1,37.8,2.1,14.1,0.587,0.376,1315.5,8,0
26.1679,91.3517,Guwahati,NER,1905.6,9.7,1.8,20.2,148.9,0.95,0.415,2980.4,8,0
27.386,93.8679,Itanagar,NER,625.7,41.0,346.5,20.0,142.1,0.148,0.459,3998.2,7,0
26.4809,94.1672,Jorhat,NER,2163.4,22.2,319.3,16.5,90.6,0.389,0.232,7974.3,8,0
26.1309,93.2002,Tezpur,NER,1304.6,15.4,63.5,21.8,105.4,0.512,0.231,172.7,8,0
27.1563,94.047,Jorhat,NER,1075.9,10.4,96.2,12.8,108.8,0.835,0.667,6882.2,9,0
27.7675,94.0657,Itanagar,NER,923.6,9.0,319.5,4.3,31.2,0.625,0.708,96.4,9,0
23.5192,91.1282,Agartala,NER,1156.5,7.5,91.5,0.3,2.4,0.677,0.393,0.8,9,0
24.2136,93.369,Imphal,NER,2249.5,21.3,357.3,5.6,19.0,0.618,0.123,5929.4,6,0
25.6641,91.9067,Shillong,NER,254.2,15.8,125.7,11.9,46.4,0.59,0.415,4900.5,7,0
26.3534,93.4672,Itanagar,NER,463.5,31.6,240.7,0.3,2.0,0.675,0.877,140.9,9,0
24.68,90.9254,Agartala,NER,334.9,32.6,29.1,1.8,6.0,0.596,0.895,1009.3,6,0
25.6158,91.7684,Guwahati,NER,1191.9,34.0,15.2,1.2,11.7,0.595,0.365,628.4,9,0
25.8918,92.0769,Shillong,NER,470.0,13.3,186.9,0.7,5.1,0.557,0.111,1127.7,9,0
27.5514,95.2582,Dibrugarh,NER,1585.4,23.0,259.8,0.3,2.2,0.197,0.839,2346.3,8,0
25.0562,94.7371,Imphal,NER,1331.6,20.4,156.2,2.0,17.2,0.508,0.941,179.7,6,0
25.2614,94.0383,Kohima,NER,1667.5,25.4,19.8,12.8,64.0,0.275,0.714,272.6,7,0
26.4407,93.2786,Tezpur,NER,2393.5,11.0,300.1,7.7,46.6,0.673,0.909,594.4,8,0
26.6417,91.6717,Guwahati,NER,996.3,19.6,120.3,2.7,14.1,0.751,0.682,302.0,6,0
26.6322,94.2834,Jorhat,NER,1819.5,22.9,318.2,1.2,6.7,0.71,0.343,1565.6,8,0
26.2859,92.0036,Guwahati,NER,640.6,8.3,66.9,36.0,113.7,0.484,0.804,546.8,9,0
27.1055,93.9381,Jorhat,NER,1678.7,17.0,153.9,0.6,2.3,0.55,0.208,1037.2,9,0
27.303,93.7176,Itanagar,NER,1103.0,20.2,339.1,8.1,78.1,0.66,0.905,1194.2,9,0
27.0604,92.8378,Tezpur,NER,1865.2,8.2,321.9,11.9,58.6,0.461,0.415,1062.4,9,0
26.9116,92.5712,Tezpur,NER,1828.2,29.0,79.9,4.9,17.3,0.926,0.74,250.1,6,0
25.9416,93.7431,Kohima,NER,524.0,22.6,67.6,14.2,122.6,0.234,0.731,2035.2,9,1
25.9491,91.8724,Shillong,NER,2166.5,17.1,234.2,1.0,6.1,0.378,0.807,4349.6,9,0
26.7168,94.1326,Jorhat,NER,1596.0,3.2,59.3,6.8,26.2,0.946,0.375,421.1,9,0
27.1871,93.5136,Itanagar,NER,1591.5,34.9,231.4,21.1,124.5,0.551,0.416,8584.8,7,0
23.8448,91.4967,Agartala,NER,1575.8,8.4,112.2,14.8,103.5,0.421,0.836,3726.0,7,0
26.2071,91.9616,Guwahati,NER,952.7,27.0,193.5,1.0,5.1,0.455,0.4,312.3,8,0
27.5493,94.8979,Dibrugarh,NER,1429.7,18.0,152.8,6.2,53.7,0.236,0.304,1734.2,8,0
26.407,91.9727,Shillong,NER,2475.4,16.0,331.7,1.1,9.0,0.535,0.781,607.7,9,0
24.7216,93.9508,Imphal,NER,294.3,21.3,190.0,5.5,20.6,0.556,0.892,52.2,7,0
23.3859,92.601,Aizawl,NER,2338.3,24.2,105.7,4.2,39.6,0.274,0.692,1120.3,8,0
26.5193,92.6902,Tezpur,NER,2154.0,6.2,163.4,4.4,16.8,0.613,0.557,1451.1,7,0
25.8646,91.5688,Guwahati,NER,1614.5,10.0,307.7,19.2,102.9,0.618,0.443,461.9,9,0
26.1083,92.1116,Guwahati,NER,1086.8,29.6,303.3,11.9,76.8,0.767,0.44,1057.0,9,0
26.5325,93.5519,Itanagar,NER,795.7,39.6,65.9,5.0,27.3,0.838,0.463,978.9,7,0
27.1085,92.6438,Tezpur,NER,325.2,35.3,138.2,4.4,25.8,0.552,0.503,2448.7,7,0
24.7147,91.9479,Shillong,NER,630.8,27.9,317.0,15.4,92.7,0.807,0.494,1280.4,7,0
25.2098,94.2187,Imphal,NER,528.3,24.9,60.8,15.2,80.1,0.353,0.579,470.3,7,0
25.4798,94.2132,Kohima,NER,1849.3,7.3,321.8,24.5,224.5,0.422,0.572,176.3,8,0
26.7962,94.2309,Jorhat,NER,469.0,19.3,72.1,9.3,57.3,0.73,0.922,706.7,6,0
27.2707,93.6972,Itanagar,NER,1560.6,20.3,105.3,1.3,10.4,0.427,0.939,595.1,7,0
27.7635,94.8545,Dibrugarh,NER,1628.1,20.1,222.4,15.0,66.5,0.693,0.743,2734.1,7,0
26.6916,92.3358,Tezpur,NER,2034.6,38.1,286.0,17.5,85.5,0.579,0.672,215.8,7,0
25.56,91.8469,Shillong,NER,2404.6,16.7,84.4,2.6,23.9,0.805,0.781,332.4,6,1
23.5501,92.1308,Aizawl,NER,1469.6,5.0,300.0,9.5,76.7,0.702,0.419,4469.2,7,0
26.565,94.1685,Jorhat,NER,1506.1,20.3,68.8,1.4,6.6,0.564,0.579,4830.2,7,0
27.6105,93.6091,Itanagar,NER,1949.0,27.2,87.2,6.0,51.6,0.417,0.555,65.7,9,0
27.1501,95.7018,Dibrugarh,NER,1997.4,16.4,145.5,0.9,6.8,0.293,0.809,1528.1,9,0
25.8244,94.1088,Kohima,NER,2187.8,27.5,176.9,4.4,24.6,0.913,0.568,433.3,6,0
27.2824,94.6925,Dibrugarh,NER,1682.4,14.1,106.1,0.7,7.1,0.397,0.537,4133.3,8,0
25.8007,91.7972,Shillong,NER,941.8,6.6,246.1,5.2,50.0,0.7,0.91,120.6,8,0
23.5934,91.692,Agartala,NER,354.7,17.7,89.7,4.3,29.5,0.373,0.838,3188.6,8,0
25.6164,92.1774,Shillong,NER,1609.9,16.3,148.2,13.5,74.2,0.786,0.554,3249.2,7,0
23.4494,91.816,Agartala,NER,2163.7,24.1,273.0,0.2,1.2,0.879,0.785,4337.9,9,0
24.237,90.469,Agartala,NER,1055.4,21.2,305.0,15.6,120.0,0.711,0.437,195.9,9,0
24.2921,91.6566,Agartala,NER,168.0,17.1,77.3,5.9,49.1,0.65,0.623,5314.5,9,0
27.2103,93.8049,Itanagar,NER,1288.0,26.6,23.4,11.2,88.5,0.681,0.706,1119.6,8,0
23.772,91.7215,Agartala,NER,2358.3,12.3,348.5,0.5,3.7,0.594,0.696,2875.8,8,0
26.8261,93.6821,Jorhat,NER,224.0,21.9,163.2,8.1,61.3,0.408,0.448,1265.3,6,0
26.1354,93.5804,Kohima,NER,1335.8,25.4,176.9,8.1,40.8,0.634,0.7,2742.8,9,0
26.2821,93.459,Tezpur,NER,2160.1,12.9,193.8,17.9,160.0,0.409,0.539,2864.9,8,0
26.1144,94.2332,Kohima,NER,459.7,3.5,46.9,2.1,16.4,0.05,0.399,149.0,9,0
26.8322,93.1194,Itanagar,NER,1510.5,24.0,229.0,5.8,56.0,0.362,0.822,800.9,8,0
25.9099,93.9209,Kohima,NER,2489.5,22.4,5.5,0.2,0.5,0.738,0.826,1346.7,6,0
25.7897,94.1573,Kohima,NER,1937.8,30.5,291.7,15.3,146.3,0.566,0.429,300.0,9,1
26.2234,94.0115,Jorhat,NER,773.5,21.8,234.6,13.0,43.3,0.496,0.598,1343.3,9,0
25.1854,92.2549,Shillong,NER,154.0,0.9,327.4,3.3,19.3,0.764,0.375,6241.2,6,0
26.6634,91.998,Guwahati,NER,2030.2,3.9,134.5,0.8,8.0,0.527,0.944,594.1,9,0
26.9101,92.8872,Tezpur,NER,2216.5,17.8,161.3,20.3,124.2,0.567,0.643,624.0,6,0
25.2911,91.6805,Shillong,NER,480.7,11.4,49.6,16.8,110.6,0.732,0.539,1565.4,7,0
27.0414,93.2473,Itanagar,NER,103.3,2.7,175.6,13.6,64.4,0.66,0.673,9971.0,7,0
26.3264,94.1631,Kohima,NER,345.3,12.7,300.3,2.2,19.5,0.745,0.787,3222.5,9,0
23.6207,91.1954,Agartala,NER,761.1,45.6,32.8,3.5,26.4,0.885,0.445,4545.9,9,0
23.7777,91.5805,Agartala,NER,1089.0,19.0,254.5,10.6,33.7,0.95,0.716,321.3,8,0
23.3427,92.8358,Aizawl,NER,908.6,8.3,67.7,0.2,1.4,0.498,0.921,3068.7,9,0
25.2549,92.0883,Shillong,NER,1630.5,31.6,304.8,7.5,58.4,0.548,0.848,4015.8,8,0
27.3133,93.2862,Itanagar,NER,1677.6,19.5,351.9,26.8,153.8,0.467,0.587,110.9,6,0
26.7267,93.7549,Itanagar,NER,703.4,10.0,177.1,1.2,10.4,0.381,0.429,3747.3,8,0
24.3052,94.1178,Imphal,NER,403.3,11.5,51.5,2.6,10.6,0.405,0.85,409.0,9,1
23.9597,91.0648,Agartala,NER,1149.5,8.3,171.6,6.8,36.5,0.584,0.619,337.7,8,0
23.5156,93.0517,Aizawl,NER,931.0,10.2,207.7,2.7,20.0,0.879,0.417,1528.2,8,0
25.2806,91.3637,Shillong,NER,1829.0,22.0,210.3,17.8,97.5,0.656,0.283,2114.6,7,0
25.7322,91.5961,Guwahati,NER,1755.6,17.2,206.7,4.0,18.9,0.474,0.585,3575.7,6,0
24.1441,92.9829,Aizawl,NER,638.2,6.0,61.0,10.3,62.6,0.546,0.42,744.9,7,0
26.9317,92.4476,Tezpur,NER,2137.1,12.1,339.2,19.1,106.3,0.95,0.609,1971.2,6,0
25.2599,94.0155,Kohima,NER,166.8,12.5,264.6,5.0,16.3,0.777,0.415,263.6,9,0
27.1402,92.638,Tezpur,NER,594.5,25.8,347.2,13.3,126.2,0.837,0.776,564.1,6,0
23.7337,92.6921,Aizawl,NER,914.1,36.5,307.1,1.4,10.6,0.627,0.608,1108.7,9,0
27.0692,92.334,Tezpur,NER,291.1,37.4,231.8,2.0,16.9,0.672,0.337,2421.0,9,0
26.5718,95.1834,Dibrugarh,NER,1641.6,12.3,342.6,25.4,95.2,0.904,0.882,1726.6,6,0
24.0874,93.3315,Aizawl,NER,2294.7,9.0,105.3,3.7,33.8,0.817,0.285,1661.6,7,0
23.4428,92.4746,Aizawl,NER,1444.8,18.4,252.9,1.6,6.4,0.49,0.16,1454.4,9,0
23.1498,92.8762,Aizawl,NER,1806.7,11.5,267.1,4.7,29.2,0.573,0.9,4353.5,9,0
25.6716,91.6651,Shillong,NER,2106.6,9.9,254.0,7.4,39.4,0.394,0.712,1894.3,7,0
27.4528,94.9757,Dibrugarh,NER,2197.2,6.2,187.1,10.0,85.6,0.529,0.879,312.6,7,0
25.0581,91.8746,Shillong,NER,1790.4,8.0,202.5,28.5,272.1,0.95,0.467,1838.0,9,0
26.6187,92.869,Tezpur,NER,1755.1,3.1,171.0,4.4,32.0,0.247,0.471,2647.9,9,0
26.9195,93.7832,Itanagar,NER,1622.4,14.5,75.8,7.2,41.7,0.599,0.643,3847.6,6,0
26.1054,91.6209,Guwahati,NER,1152.3,8.4,196.6,16.0,111.0,0.813,0.628,2254.9,8,0
25.8758,94.6559,Kohima,NER,2369.5,42.6,27.4,14.1,133.6,0.281,0.311,1200.9,7,1
25.3219,94.2019,Imphal,NER,739.3,11.2,265.3,1.2,10.0,0.458,0.807,29.8,7,0
24.702,93.8211,Imphal,NER,1175.1,10.1,144.7,2.9,14.7,0.205,0.317,2982.1,8,0
23.6234,93.1643,Aizawl,NER,893.9,25.3,344.6,4.0,20.6,0.95,0.811,1558.2,7,1
25.183,93.95,Imphal,NER,2080.8,17.7,225.5,8.4,57.3,0.871,0.739,207.4,7,0
25.6704,91.8954,Shillong,NER,1895.3,21.5,126.5,2.8,22.7,0.368,0.707,3081.2,9,0
26.7418,92.7307,Tezpur,NER,1578.9,6.6,74.9,27.4,147.6,0.705,0.647,382.8,7,0
24.5218,94.5345,Imphal,NER,1399.6,10.4,40.5,3.0,26.5,0.73,0.88,395.9,7,0
24.2148,91.3034,Agartala,NER,1106.2,14.8,290.0,6.4,38.9,0.741,0.67,2122.2,9,0
27.1094,92.6486,Tezpur,NER,2209.9,25.5,208.8,2.7,21.7,0.802,0.658,2322.6,8,0
26.0545,91.5698,Guwahati,NER,230.3,8.5,21.4,6.3,22.1,0.247,0.566,1749.3,8,0
27.11,93.4011,Itanagar,NER,2126.1,21.9,252.4,75.9,367.6,0.632,0.711,1218.7,8,0
24.1079,93.3313,Aizawl,NER,423.3,22.4,157.7,13.1,62.7,0.74,0.358,2660.9,9,0
26.3168,93.0637,Tezpur,NER,1831.8,9.5,43.6,1.5,14.6,0.732,0.449,688.4,6,0
27.4311,94.2361,Jorhat,NER,810.6,7.2,210.2,6.5,63.1,0.567,0.24,1246.0,7,0
27.4999,94.9384,Dibrugarh,NER,247.9,13.5,78.7,4.2,34.0,0.392,0.119,5597.3,9,0
25.4104,91.2369,Shillong,NER,2449.4,17.7,56.0,12.4,73.6,0.95,0.45,849.1,6,0
27.3379,94.8751,Dibrugarh,NER,1099.3,16.9,335.7,11.7,43.8,0.803,0.807,150.0,6,0
25.9595,92.1815,Shillong,NER,125.7,28.0,313.8,0.6,2.1,0.243,0.576,312.2,8,1
27.2013,94.6964,Dibrugarh,NER,1325.8,11.5,80.9,5.9,28.6,0.786,0.963,1016.7,7,1
23.5312,92.9303,Aizawl,NER,1276.5,28.8,54.9,8.0,37.9,0.629,0.684,987.5,9,0
26.349,94.6271,Jorhat,NER,1125.1,15.8,328.8,2.6,24.7,0.723,0.672,1390.5,7,0
24.1815,92.396,Aizawl,NER,1977.7,31.1,58.3,7.6,60.0,0.509,0.806,890.0,7,0
25.6821,91.9536,Guwahati,NER,1978.4,11.3,143.3,1.0,6.7,0.859,0.185,155.2,9,0
26.2204,94.098,Jorhat,NER,815.3,28.6,141.6,17.0,75.6,0.561,0.903,1411.9,7,0
24.6769,93.94,Imphal,NER,438.2,33.4,172.4,2.8,13.9,0.92,0.814,2504.1,7,0
25.4118,91.7316,Shillong,NER,401.6,23.5,268.7,15.1,99.4,0.273,0.929,3565.5,7,0
24.1181,94.2868,Imphal,NER,2334.4,38.5,207.1,3.7,17.2,0.799,0.689,5893.0,7,0
26.0497,94.3103,Kohima,NER,2466.5,25.4,151.7,7.6,50.3,0.369,0.6,200.8,8,0
25.4173,91.8933,Shillong,NER,148.0,5.4,185.1,23.7,226.1,0.552,0.558,7114.6,7,0
27.5257,93.708,Itanagar,NER,1873.1,7.4,279.8,24.5,204.9,0.55,0.336,1290.3,7,0
26.9149,92.8577,Tezpur,NER,1055.2,20.3,18.0,14.7,69.4,0.858,0.622,696.4,6,0
26.6542,91.8001,Guwahati,NER,2112.4,2.2,131.9,18.0,156.0,0.282,0.674,611.3,9,0
27.2194,94.902,Dibrugarh,NER,1104.1,2.8,202.6,32.1,108.6,0.871,0.656,701.7,7,0
25.8397,94.366,Kohima,NER,1851.1,21.9,15.0,3.6,22.5,0.691,0.403,37.0,9,0
26.217,93.81,Kohima,NER,2352.3,46.3,217.8,6.8,31.3,0.45,0.678,746.0,6,0
23.5348,92.622,Aizawl,NER,1234.7,20.7,19.4,12.1,43.0,0.52,0.487,5265.1,9,0
24.0888,91.074,Agartala,NER,938.7,8.6,211.7,9.8,88.2,0.785,0.463,821.3,6,0
27.4785,94.9248,Dibrugarh,NER,2123.1,1.7,44.7,6.2,32.0,0.171,0.948,3415.6,9,1
25.9753,91.8763,Guwahati,NER,1145.1,6.2,329.2,6.5,58.7,0.721,0.678,4344.4,8,0
