latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
25.3824,93.1571,Dima Hasao,450.227,52.404,290,11,17.374,116.744,0.254,0.303,105829.1,agriculture,0
25.8986,93.678,Dimapur,148.13,9.294,137,2,8.94,70.635,0.285,0.255,50207.8,grassland,0
25.5152,90.2074,West Garo Hills,317.497,38.726,62,11,8.839,54.819,0.552,0.407,182468.5,bare,0
27.5997,93.8549,Lower Subansiri,1679.311,47.74,23,4,32.584,188.854,0.866,0.354,59915.4,forest,0
25.6709,94.1001,Kohima,1337.646,48.536,348,5,46.596,313.233,0.457,0.529,219.8,urban,0
22.8793,92.7422,Lunglei,890.0,37.7,180,7,189.3,1469.7,0.601,0.768,92190.2,urban,1
27.1168,93.659,Papum Pare,160.0,45.6,306,5,61.3,410.2,0.699,0.446,8177.4,agriculture,1
25.9175,93.7244,Dimapur,161.662,12.637,276,1,5.362,43.122,0.329,0.259,50207.8,urban,0
28.0877,95.3315,East Siang,131.054,23.266,164,11,16.481,140.652,0.678,0.4,218221.6,agriculture,0
27.5879,91.8639,Tawang,2791.0,60,229,3,12.1,98.5,0.186,0.378,161256.5,forest,1
25.8704,93.4376,Karbi Anglong,188.443,31.987,19,10,52.282,312.281,0.421,0.461,78194.4,agriculture,0
25.6549,94.0885,Kohima,1414.766,44.063,19,3,16.327,128.379,0.395,0.306,219.8,agriculture,0
27.318,88.5902,Gangtok,1484.035,49.654,127,1,3.081,20.931,0.392,0.272,71436.9,bare,0
27.1678,88.542,Namchi,771.492,51.315,317,3,12.687,92.477,0.498,0.311,51552.7,forest,0
24.802,93.9572,Imphal East,802.849,41.394,310,12,3.539,26.257,0.252,0.237,854.3,agriculture,0
28.063,95.3249,East Siang,147.03,25.942,86,12,6.854,38.71,0.648,0.281,218221.6,bare,0
27.0873,93.6989,Papum Pare,144.858,39.783,323,12,3.948,35.704,0.548,0.282,8177.4,forest,0
25.3332,91.7262,East Khasi Hills,1029.0,54.2,305,6,121.4,837.0,0.63,0.703,37138.7,grassland,1
23.7389,92.7322,Aizawl,1101.266,47.955,49,11,11.946,93.91,0.343,0.4,417.8,agriculture,0
25.2853,91.7409,East Khasi Hills,1112.47,44.862,79,4,14.344,82.983,0.613,0.308,37138.7,grassland,0
22.8711,92.7322,Lunglei,886.898,30.078,160,10,26.422,163.727,0.54,0.399,92190.2,grassland,0
25.6615,94.1023,Kohima,1365.0,46.5,274,9,112.5,874.9,0.431,0.76,219.8,forest,1
25.9227,93.7163,Dimapur,179.854,20.908,295,11,18.993,146.071,0.173,0.352,50207.8,bare,0
23.7391,92.7518,Aizawl,1102.321,52.888,231,1,6.408,57.562,0.201,0.264,417.8,urban,0
25.2853,91.7572,East Khasi Hills,951.722,46.726,346,12,2.605,20.589,0.515,0.302,37138.7,grassland,0
23.7324,92.7044,Aizawl,1076.2,55.5,108,5,27.4,153.9,0.42,0.403,417.8,agriculture,1
25.8934,93.7289,Dimapur,194.959,21.317,288,4,19.511,162.188,0.444,0.383,50207.8,bare,0
27.0924,93.6722,Papum Pare,173.247,44.877,286,10,30.21,168.241,0.661,0.454,8177.4,forest,0
26.1287,91.7488,Kamrup,56.303,32.016,194,11,7.557,65.168,0.232,0.328,653.8,agriculture,0
24.8022,93.9468,Imphal East,778.153,44.3,296,1,2.813,21.46,0.305,0.222,854.3,agriculture,0
28.0651,95.296,East Siang,169.257,26.148,16,1,4.645,31.048,0.609,0.236,218221.6,bare,0
25.5264,90.2277,West Garo Hills,376.164,34.625,251,3,9.655,70.138,0.661,0.248,182468.5,forest,0
22.9263,92.7741,Lunglei,907.772,48.836,0,1,7.055,44.93,0.342,0.257,92190.2,forest,0
25.4185,93.1989,Dima Hasao,413.0,48.1,88,3,11.2,85.9,0.395,0.313,105829.1,grassland,1
25.8714,93.4224,Karbi Anglong,187.133,39.796,318,2,11.491,80.652,0.455,0.33,78194.4,bare,0
24.3351,93.6879,Churachandpur,859.155,41.172,31,4,35.932,255.74,0.322,0.379,60247.5,forest,0
27.5794,93.8199,Lower Subansiri,1648.401,39.523,33,5,47.934,386.896,0.878,0.5,59915.4,urban,0
25.5731,91.8982,East Khasi Hills,1029.0,43.3,88,10,50.2,313.4,0.526,0.514,389.8,urban,1
25.6027,91.9078,East Khasi Hills,936.975,42.758,148,6,79.288,522.226,0.698,0.65,389.8,grassland,0
25.5514,91.9303,East Khasi Hills,1029.0,37.8,306,3,14.1,110.3,0.629,0.371,389.8,grassland,0
23.8376,91.2967,West Tripura,11.044,17.266,206,1,2.61,20.411,0.49,0.247,772.9,grassland,0
25.5376,90.2227,West Garo Hills,312.25,42.152,96,11,21.276,131.016,0.538,0.349,182468.5,bare,0
27.1875,88.5569,Namchi,814.0,45.7,9,5,23.2,141.8,0.628,0.501,51552.7,agriculture,1
22.9038,92.7614,Lunglei,890.0,45.8,9,6,175.4,1387.8,0.514,0.639,92190.2,bare,1
25.2703,91.7074,East Khasi Hills,1091.566,36.981,151,4,32.285,207.817,0.575,0.335,37138.7,forest,0
23.8524,91.3027,West Tripura,12.0,19.3,81,10,37.8,257.3,0.481,0.415,772.9,agriculture,0
25.9254,93.7455,Dimapur,135.653,24.311,319,5,48.216,313.426,0.482,0.436,50207.8,urban,0
26.126,91.7358,Kamrup,52.197,26.949,77,11,9.698,81.784,0.283,0.303,653.8,agriculture,0
27.5723,93.8346,Lower Subansiri,1482.648,44.761,338,12,6.009,42.081,0.666,0.299,59915.4,grassland,0
24.8355,93.9319,Imphal East,715.909,44.391,330,11,11.574,87.184,0.249,0.393,854.3,forest,0
25.8976,93.742,Dimapur,158.787,16.756,122,2,7.42,55.964,0.314,0.236,50207.8,bare,0
25.8817,93.7467,Dimapur,151.258,9.733,289,4,24.324,154.758,0.477,0.362,50207.8,forest,0
25.2856,91.7429,East Khasi Hills,1102.828,36.425,344,2,8.646,76.993,0.426,0.249,37138.7,agriculture,0
28.0483,95.327,East Siang,186.443,31.5,146,5,35.041,225.581,0.761,0.471,218221.6,forest,0
25.4266,93.1763,Dima Hasao,413.947,44.464,212,2,4.331,30.299,0.396,0.267,105829.1,forest,0
27.0862,93.6949,Papum Pare,155.579,31.611,306,1,6.574,46.142,0.417,0.241,8177.4,bare,0
27.4796,88.5428,Mangan,762.0,50.3,332,4,29.3,245.2,0.341,0.388,88627.9,forest,1
23.8309,91.2995,West Tripura,12.848,10.981,37,10,54.276,433.937,0.589,0.62,772.9,bare,0
28.0378,95.3258,East Siang,154.7,19.6,182,9,93.9,681.3,0.752,0.7,218221.6,bare,0
25.6,91.8945,East Khasi Hills,1012.086,35.359,141,1,4.237,27.433,0.631,0.265,389.8,forest,0
25.6192,94.1609,Kohima,1365.0,54.7,283,7,160.1,1252.4,0.476,1.017,219.8,urban,1
28.0493,95.3298,East Siang,155.2,40.0,110,11,17.7,120.3,0.593,0.317,218221.6,urban,1
25.4386,93.1769,Dima Hasao,378.127,53.057,201,12,3.902,32.851,0.254,0.245,105829.1,urban,0
28.0288,95.333,East Siang,143.154,28.937,263,1,4.002,33.201,0.562,0.267,218221.6,grassland,0
25.5995,91.9004,East Khasi Hills,1119.701,44.067,172,10,43.998,281.731,0.642,0.406,389.8,forest,0
25.3145,91.7581,East Khasi Hills,1073.272,44.652,156,4,24.277,171.4,0.604,0.398,37138.7,urban,0
27.1439,88.5307,Namchi,795.012,42.934,225,11,17.612,128.055,0.429,0.418,51552.7,urban,0
26.1488,91.7393,Kamrup,52.985,40.111,289,2,5.996,48.174,0.322,0.229,653.8,agriculture,0
27.5869,93.8489,Lower Subansiri,1599.811,54.602,247,11,19.316,176.993,0.57,0.27,59915.4,urban,0
25.5914,91.855,East Khasi Hills,1029.0,44.7,29,8,167.1,1401.2,0.587,0.874,389.8,agriculture,1
25.6497,94.1183,Kohima,1365.0,45.6,255,5,37.7,228.8,0.447,0.427,219.8,forest,1
25.5488,91.8918,East Khasi Hills,989.436,37.535,103,10,49.537,346.706,0.631,0.562,389.8,bare,0
23.8282,91.2601,West Tripura,11.301,7.68,300,10,26.38,177.056,0.466,0.459,772.9,urban,0
25.5394,90.2135,West Garo Hills,348.086,34.167,236,1,6.571,54.176,0.505,0.221,182468.5,bare,0
25.423,93.1675,Dima Hasao,422.783,50.018,19,11,8.957,68.147,0.231,0.415,105829.1,forest,0
25.6699,94.134,Kohima,1277.887,39.786,318,2,5.71,41.848,0.33,0.331,219.8,grassland,0
25.8578,93.4375,Karbi Anglong,172.567,45.115,146,5,37.827,279.676,0.744,0.425,78194.4,forest,0
27.0832,93.6996,Papum Pare,162.519,39.081,72,2,5.287,41.285,0.583,0.321,8177.4,forest,0
25.6241,94.0912,Kohima,1365.0,51.5,100,2,4.4,32.1,0.38,0.301,219.8,bare,0
25.6892,94.1223,Kohima,1264.981,57.428,354,2,10.979,100.833,0.365,0.304,219.8,forest,0
23.8458,91.2652,West Tripura,11.821,16.5,89,4,32.647,211.722,0.618,0.325,772.9,grassland,0
25.4758,93.1851,Dima Hasao,416.759,62.357,343,2,6.061,32.926,0.319,0.366,105829.1,bare,0
24.8257,93.9468,Imphal East,752.998,49.084,237,5,28.904,203.892,0.482,0.4,854.3,agriculture,0
28.0734,95.3531,East Siang,173.784,32.219,284,7,115.246,724.413,0.703,0.78,218221.6,urban,0
25.8626,93.419,Karbi Anglong,187.49,51.664,313,12,3.95,32.803,0.375,0.294,78194.4,urban,0
27.133,88.5401,Namchi,787.895,43.712,21,12,6.051,45.462,0.448,0.321,51552.7,bare,0
22.8978,92.7626,Lunglei,840.831,43.061,336,5,62.508,372.409,0.567,0.464,92190.2,forest,0
25.84,93.4529,Karbi Anglong,187.968,41.814,75,2,4.992,33.367,0.544,0.327,78194.4,bare,0
26.1743,91.7325,Kamrup,54.74,32.999,131,5,59.464,376.156,0.463,0.428,653.8,forest,0
27.0889,93.7133,Papum Pare,165.138,28.231,9,10,27.799,190.209,0.599,0.444,8177.4,forest,0
25.6494,94.1062,Kohima,1291.12,48.916,205,3,22.66,146.531,0.422,0.259,219.8,agriculture,0
22.9169,92.7396,Lunglei,824.543,38.581,206,12,3.024,19.62,0.467,0.3,92190.2,bare,0
22.9028,92.7443,Lunglei,829.005,35.634,241,5,32.952,254.222,0.517,0.435,92190.2,urban,0
25.6051,91.9337,East Khasi Hills,1125.088,46.768,205,11,11.823,75.392,0.691,0.408,389.8,agriculture,0
27.1001,93.6989,Papum Pare,164.75,37.78,340,4,20.717,159.566,0.709,0.429,8177.4,bare,0
25.9031,93.7137,Dimapur,142.019,22.568,155,3,11.809,82.478,0.342,0.313,50207.8,grassland,0
23.8133,91.2616,West Tripura,11.206,22.086,316,12,6.538,45.104,0.525,0.307,772.9,bare,0
27.0882,93.7248,Papum Pare,166.945,42.485,70,4,15.712,125.949,0.689,0.37,8177.4,bare,0
28.0613,95.3174,East Siang,138.579,32.382,354,5,45.685,351.047,0.829,0.412,218221.6,agriculture,0
23.8006,91.3166,West Tripura,12.923,14.142,161,1,3.99,25.711,0.43,0.221,772.9,urban,0
28.0556,95.3358,East Siang,168.232,33.938,288,12,2.789,19.284,0.472,0.284,218221.6,grassland,0
22.8947,92.7297,Lunglei,890.0,39.7,150,6,152.2,903.3,0.472,0.602,92190.2,grassland,1
24.3272,93.6812,Churachandpur,905.458,38.677,224,11,15.086,91.65,0.242,0.371,60247.5,urban,0
25.4504,93.2099,Dima Hasao,427.871,53.411,311,2,8.776,62.8,0.442,0.304,105829.1,urban,0
25.2504,91.7312,East Khasi Hills,1098.522,40.977,74,4,22.018,152.58,0.615,0.348,37138.7,urban,0
23.6979,92.7148,Aizawl,1101.922,49.677,85,1,2.322,21.652,0.263,0.26,417.8,forest,0
27.5899,93.8583,Lower Subansiri,1775.645,40.277,138,6,107.782,815.927,0.899,0.685,59915.4,bare,0
27.3511,88.6385,Gangtok,1527.13,58.103,264,12,3.977,30.7,0.263,0.245,71436.9,grassland,0
25.4944,90.2459,West Garo Hills,369.778,27.834,335,12,4.617,28.805,0.394,0.304,182468.5,forest,0
27.1019,93.7184,Papum Pare,153.815,29.648,220,1,4.116,40.012,0.548,0.272,8177.4,grassland,0
24.8175,93.9128,Imphal East,690.092,50.736,279,4,19.512,152.753,0.61,0.427,854.3,bare,0
23.837,91.2841,West Tripura,12.896,13.233,292,5,61.575,371.619,0.662,0.377,772.9,urban,0
28.0744,95.3304,East Siang,150.2,28.8,134,12,5.1,30.7,0.593,0.299,218221.6,grassland,0
27.5071,88.5257,Mangan,861.329,45.523,153,12,7.615,45.437,0.208,0.304,88627.9,grassland,0
25.854,93.4093,Karbi Anglong,181.25,41.353,337,2,10.903,70.769,0.355,0.325,78194.4,urban,0
25.8516,93.6742,Dimapur,184.11,26.4,219,11,18.793,172.517,0.285,0.383,50207.8,bare,0
24.3211,93.6949,Churachandpur,791.049,47.286,292,4,33.554,168.79,0.408,0.413,60247.5,agriculture,0
22.9107,92.728,Lunglei,940.024,52.186,285,2,7.558,47.618,0.424,0.316,92190.2,grassland,0
25.4681,93.2281,Dima Hasao,411.077,46.73,168,1,6.653,42.423,0.377,0.241,105829.1,urban,0
27.0885,93.6934,Papum Pare,154.8,36.117,85,12,6.674,43.06,0.604,0.344,8177.4,urban,0
23.8268,91.3118,West Tripura,12.0,13.4,163,1,7.5,57.7,0.5,0.231,772.9,grassland,0
27.0463,93.64,Papum Pare,172.452,34.719,204,3,20.593,130.404,0.483,0.356,8177.4,forest,0
23.8203,91.2696,West Tripura,11.598,19.231,61,10,30.152,184.252,0.462,0.422,772.9,agriculture,0
28.041,95.3155,East Siang,151.005,40.09,214,10,50.132,445.928,0.545,0.496,218221.6,urban,0
25.4552,93.1594,Dima Hasao,413.0,43.3,343,9,99.2,754.3,0.382,0.862,105829.1,agriculture,1
25.4884,90.2362,West Garo Hills,359.017,37.65,88,12,2.569,20.855,0.533,0.297,182468.5,bare,0
23.73,92.7183,Aizawl,999.505,53.213,316,3,10.49,93.778,0.481,0.279,417.8,bare,0
23.831,91.2715,West Tripura,12.528,17.948,299,10,55.657,340.45,0.528,0.489,772.9,grassland,0
25.829,93.4454,Karbi Anglong,200.121,40.49,244,11,11.414,78.318,0.401,0.378,78194.4,bare,0
27.1491,88.5547,Namchi,776.612,43.143,176,3,13.393,105.256,0.419,0.335,51552.7,forest,0
25.4456,93.1482,Dima Hasao,451.451,52.426,277,1,6.131,50.135,0.325,0.288,105829.1,bare,0
27.0705,93.6668,Papum Pare,150.546,30.268,8,4,22.431,198.531,0.569,0.403,8177.4,bare,0
23.797,91.3126,West Tripura,12.0,13.5,335,11,20.7,153.0,0.424,0.414,772.9,grassland,0
24.8317,93.9365,Imphal East,755.352,43.594,5,3,17.498,101.781,0.305,0.263,854.3,agriculture,0
25.9241,93.7075,Dimapur,142.328,16.192,22,2,9.588,57.992,0.383,0.242,50207.8,grassland,0
23.7221,92.7456,Aizawl,1057.306,60.2,323,12,4.736,28.089,0.13,0.307,417.8,agriculture,0
27.3411,88.6025,Gangtok,1487.0,60,163,12,7.4,54.7,0.318,0.259,71436.9,agriculture,0
25.869,93.3969,Karbi Anglong,168.26,50.416,207,11,19.592,129.31,0.433,0.383,78194.4,forest,0
27.3465,88.6197,Gangtok,1501.84,52.581,335,4,23.596,176.888,0.457,0.348,71436.9,agriculture,0
27.0631,93.6933,Papum Pare,165.082,43.181,287,4,23.41,146.52,0.618,0.318,8177.4,forest,0
27.0914,93.6861,Papum Pare,148.644,37.936,320,1,2.592,19.539,0.552,0.246,8177.4,forest,0
23.7157,92.7193,Aizawl,1096.623,58.429,103,12,4.862,28.913,0.288,0.273,417.8,agriculture,0
24.8332,93.9087,Imphal East,798.429,43.573,110,2,10.172,65.388,0.332,0.241,854.3,forest,0
24.7767,93.9115,Imphal East,726.659,39.682,104,3,23.037,172.265,0.425,0.281,854.3,urban,0
24.7835,93.9197,Imphal East,765.049,38.246,282,4,24.398,177.515,0.446,0.434,854.3,forest,0
25.4392,93.1471,Dima Hasao,394.637,41.958,313,1,4.906,25.374,0.336,0.256,105829.1,grassland,0
23.7301,92.7044,Aizawl,1009.492,42.743,158,12,6.485,54.133,0.249,0.269,417.8,bare,0
25.5147,90.2227,West Garo Hills,321.729,42.165,226,2,5.825,45.021,0.535,0.311,182468.5,grassland,0
24.3397,93.674,Churachandpur,838.932,54.081,215,10,45.824,344.163,0.245,0.436,60247.5,bare,0
25.8581,93.4339,Karbi Anglong,176.949,43.473,117,12,5.685,33.567,0.495,0.314,78194.4,agriculture,0
25.5394,90.2135,West Garo Hills,364.714,35.426,236,1,6.909,54.478,0.466,0.224,182468.5,bare,0
25.8714,93.4224,Karbi Anglong,187.566,46.52,318,2,10.675,84.266,0.457,0.337,78194.4,bare,0
28.0652,95.3508,East Siang,140.992,26.47,284,3,17.345,107.693,0.758,0.291,218221.6,grassland,0
26.1605,91.7293,Kamrup,48.014,34.827,36,11,19.23,127.346,0.313,0.36,653.8,forest,0
26.1293,91.7529,Kamrup,52.516,40.291,236,4,27.594,192.359,0.371,0.353,653.8,agriculture,0
25.6514,94.0979,Kohima,1473.754,44.878,76,4,16.253,116.261,0.546,0.368,219.8,urban,0
27.5901,93.846,Lower Subansiri,1488.993,45.447,228,1,2.708,17.817,0.623,0.19,59915.4,forest,0
25.5722,91.8985,East Khasi Hills,1034.173,40.448,164,12,5.753,45.002,0.553,0.277,389.8,agriculture,0
27.5667,93.8816,Lower Subansiri,1549.245,43.407,295,1,4.979,30.501,0.64,0.231,59915.4,bare,0
23.74,92.7008,Aizawl,1052.173,44.345,328,5,65.263,403.826,0.396,0.566,417.8,grassland,0
23.7174,92.6961,Aizawl,1069.0,52.3,12,2,9.8,59.8,0.316,0.238,417.8,urban,0
23.8266,91.2868,West Tripura,10.937,17.186,275,4,34.446,254.847,0.597,0.331,772.9,urban,0
25.5236,90.2145,West Garo Hills,342.0,27.5,68,3,11.1,64.7,0.602,0.292,182468.5,grassland,1
23.8632,91.297,West Tripura,10.924,14.426,142,3,10.352,69.672,0.636,0.294,772.9,grassland,0
26.1343,91.7269,Kamrup,54.797,37.761,171,1,6.627,36.927,0.246,0.211,653.8,bare,0
25.2542,91.729,East Khasi Hills,1005.767,40.359,64,11,16.364,107.621,0.507,0.329,37138.7,bare,0
24.8171,93.9442,Imphal East,787.776,44.587,285,1,3.572,26.815,0.369,0.235,854.3,grassland,0
25.8363,93.4397,Karbi Anglong,196.03,42.199,180,10,20.466,174.048,0.424,0.465,78194.4,urban,0
23.822,91.2862,West Tripura,11.605,11.896,313,10,32.61,215.377,0.45,0.511,772.9,agriculture,0
27.6071,93.8424,Lower Subansiri,1457.435,53.757,20,3,18.784,139.302,0.771,0.273,59915.4,agriculture,0
25.9031,93.7137,Dimapur,153.643,23.824,155,3,11.351,73.015,0.316,0.331,50207.8,grassland,0
26.1378,91.7362,Kamrup,47.036,28.139,170,3,8.236,49.081,0.44,0.313,653.8,grassland,0
27.0703,93.6716,Papum Pare,148.256,29.802,222,2,5.623,34.298,0.597,0.253,8177.4,urban,0
25.2962,91.7471,East Khasi Hills,1100.565,39.214,230,1,2.92,22.497,0.447,0.209,37138.7,bare,0
23.8363,91.3055,West Tripura,12.415,24.592,56,3,8.496,72.093,0.611,0.393,772.9,grassland,0
27.3478,88.5843,Gangtok,1420.035,49.915,130,1,5.585,32.195,0.458,0.229,71436.9,bare,0
27.5886,93.8021,Lower Subansiri,1554.475,42.728,11,11,10.694,78.707,0.648,0.31,59915.4,urban,0
23.8417,91.2695,West Tripura,11.419,19.885,117,4,31.073,199.973,0.624,0.383,772.9,agriculture,0
24.2924,93.6453,Churachandpur,818.738,47.436,212,2,11.62,80.853,0.132,0.294,60247.5,forest,0
24.8288,93.9392,Imphal East,806.785,40.987,7,1,7.172,53.54,0.29,0.211,854.3,bare,0
25.8893,93.7341,Dimapur,195.848,14.843,165,5,69.621,479.973,0.474,0.346,50207.8,grassland,0
27.5791,93.8306,Lower Subansiri,1592.0,46.0,340,3,10.7,63.4,0.78,0.337,59915.4,bare,0
25.8712,93.4281,Karbi Anglong,186.09,41.778,326,6,102.144,766.708,0.524,0.79,78194.4,forest,0
26.15,91.7491,Kamrup,48.421,29.425,139,10,35.398,211.771,0.416,0.547,653.8,grassland,0
28.0519,95.3248,East Siang,165.0,34.8,247,8,201.7,1690.1,0.765,0.809,218221.6,bare,1
24.8605,93.9282,Imphal East,831.208,43.07,158,1,4.274,26.037,0.205,0.237,854.3,forest,0
25.4386,93.1769,Dima Hasao,378.622,50.862,201,12,4.14,30.292,0.266,0.253,105829.1,urban,0
27.0908,93.6826,Papum Pare,169.955,24.786,347,5,42.378,266.049,0.697,0.56,8177.4,agriculture,0
27.174,88.5649,Namchi,754.021,44.297,138,11,10.298,80.313,0.501,0.327,51552.7,bare,0
25.581,91.8713,East Khasi Hills,942.435,35.414,241,11,12.022,75.336,0.628,0.315,389.8,bare,0
23.8426,91.2922,West Tripura,12.511,9.164,206,8,230.593,1539.694,0.553,0.967,772.9,agriculture,0
24.8115,93.9204,Imphal East,782.0,36.6,188,5,24.3,183.9,0.559,0.469,854.3,forest,1
24.7928,93.881,Imphal East,742.6,53.642,16,2,10.563,59.585,0.358,0.272,854.3,agriculture,0
25.5488,91.8918,East Khasi Hills,1114.45,41.896,103,10,46.826,351.271,0.565,0.545,389.8,bare,0
27.3359,88.6005,Gangtok,1356.521,58.077,35,4,27.869,175.361,0.456,0.399,71436.9,forest,0
27.1004,93.6779,Papum Pare,158.044,33.223,203,11,17.063,132.583,0.478,0.353,8177.4,urban,0
28.092,95.3228,East Siang,140.195,36.688,354,6,73.978,382.536,0.821,0.775,218221.6,forest,0
25.8396,93.4316,Karbi Anglong,197.188,35.099,229,2,9.172,75.382,0.417,0.366,78194.4,agriculture,0
27.0696,93.7103,Papum Pare,153.474,33.763,248,4,28.016,238.248,0.66,0.388,8177.4,agriculture,0
28.033,95.3333,East Siang,163.689,25.425,252,9,87.761,648.503,0.815,0.84,218221.6,urban,0
24.3083,93.6856,Churachandpur,834.5,37.0,326,11,9.4,77.3,0.181,0.313,60247.5,grassland,1
26.1431,91.7307,Kamrup,50.44,37.361,136,11,22.244,163.54,0.286,0.298,653.8,grassland,0
25.6362,94.1226,Kohima,1308.132,56.185,169,4,18.29,137.908,0.403,0.436,219.8,bare,0
27.5964,93.8584,Lower Subansiri,1562.9,47.1,159,2,10.2,71.2,0.673,0.247,59915.4,urban,1
27.1434,88.5576,Namchi,860.097,51.803,304,1,4.093,27.8,0.374,0.245,51552.7,agriculture,0
23.7106,92.6972,Aizawl,1065.321,56.805,97,1,5.633,45.784,0.292,0.302,417.8,agriculture,0
22.9121,92.7418,Lunglei,888.679,30.589,8,10,29.527,233.946,0.408,0.459,92190.2,urban,0
26.1443,91.7516,Kamrup,50.525,34.914,245,11,23.13,180.062,0.244,0.293,653.8,agriculture,0
26.1713,91.7588,Kamrup,48.33,32.211,236,4,17.699,146.321,0.504,0.399,653.8,urban,0
25.912,93.707,Dimapur,153.742,12.57,302,3,17.572,158.702,0.312,0.363,50207.8,urban,0
28.0852,95.3321,East Siang,161.241,20.346,6,3,9.368,54.15,0.586,0.241,218221.6,agriculture,0
25.8683,93.4565,Karbi Anglong,203.023,46.945,42,3,16.12,121.001,0.484,0.395,78194.4,bare,0
25.52,91.8735,East Khasi Hills,956.683,39.242,102,3,12.954,105.651,0.622,0.307,389.8,agriculture,0
22.92,92.7964,Lunglei,969.76,32.72,215,1,6.248,44.796,0.415,0.277,92190.2,forest,0
25.2703,91.7324,East Khasi Hills,1121.394,42.679,199,1,5.615,33.359,0.49,0.286,37138.7,agriculture,0
27.0572,93.651,Papum Pare,150.222,33.391,51,4,11.58,76.284,0.701,0.376,8177.4,bare,0
25.4842,93.1938,Dima Hasao,383.667,46.668,150,10,55.867,355.7,0.338,0.55,105829.1,agriculture,0
24.3262,93.7065,Churachandpur,862.0,46.3,352,6,147.1,1214.4,0.36,0.849,60247.5,forest,1
25.4723,93.2013,Dima Hasao,413.0,53.3,180,1,7.5,42.5,0.302,0.254,105829.1,urban,1
25.5917,91.9121,East Khasi Hills,1037.161,53.055,158,4,16.981,136.885,0.635,0.343,389.8,bare,0
25.652,94.08,Kohima,1329.594,55.23,244,1,4.334,22.396,0.354,0.222,219.8,forest,0
27.5853,93.8508,Lower Subansiri,1722.695,33.513,326,11,22.674,132.749,0.703,0.297,59915.4,forest,0
27.562,91.9166,Tawang,2843.524,56.757,228,11,21.82,129.73,0.095,0.352,161256.5,forest,0
27.5788,93.8776,Lower Subansiri,1666.797,44.541,232,12,2.865,22.321,0.639,0.265,59915.4,bare,0
25.8109,93.4392,Karbi Anglong,184.786,37.062,42,11,15.348,104.892,0.392,0.368,78194.4,bare,0
27.5179,88.5374,Mangan,796.0,60,247,10,51.7,403.6,0.264,0.431,88627.9,forest,1
27.1427,88.5423,Namchi,834.002,47.948,5,11,13.316,106.162,0.411,0.355,51552.7,urban,0
27.0769,93.7004,Papum Pare,169.029,36.946,217,2,10.723,92.623,0.584,0.252,8177.4,agriculture,0
23.8376,91.257,West Tripura,12.486,20.352,53,11,17.037,100.013,0.463,0.348,772.9,forest,0
25.3141,91.7326,East Khasi Hills,1057.964,44.443,115,5,36.808,289.62,0.603,0.435,37138.7,forest,0
26.0928,91.7164,Kamrup,47.854,36.959,86,11,8.512,66.843,0.295,0.374,653.8,forest,0
25.4313,93.1829,Dima Hasao,390.505,55.964,32,2,10.226,86.519,0.382,0.268,105829.1,agriculture,0
26.1481,91.7418,Kamrup,56.008,33.72,126,5,60.597,388.845,0.514,0.493,653.8,forest,0
27.1747,88.5538,Namchi,814.0,45.3,108,10,20.3,160.8,0.46,0.472,51552.7,bare,1
27.5829,93.846,Lower Subansiri,1474.098,37.206,356,12,2.619,23.949,0.743,0.339,59915.4,bare,0
25.3058,91.7533,East Khasi Hills,1029.0,43.1,18,11,17.5,98.9,0.416,0.316,37138.7,forest,0
24.3031,93.6988,Churachandpur,856.725,56.743,354,10,57.207,443.114,0.222,0.47,60247.5,forest,0
25.845,93.4234,Karbi Anglong,176.231,36.54,356,5,63.13,466.125,0.645,0.501,78194.4,grassland,0
28.056,95.3056,East Siang,164.555,32.311,110,5,35.79,294.37,0.789,0.383,218221.6,urban,0
25.8969,93.7283,Dimapur,156.512,16.421,196,12,7.201,48.073,0.252,0.315,50207.8,grassland,0
23.7295,92.6977,Aizawl,1148.391,59.683,269,1,5.311,28.925,0.253,0.222,417.8,grassland,0
24.8422,93.9359,Imphal East,763.3,44.2,76,1,6.2,42.0,0.336,0.219,854.3,bare,0
25.5253,90.1909,West Garo Hills,342.0,30.5,181,11,13.9,88.3,0.46,0.392,182468.5,agriculture,1
24.814,93.9459,Imphal East,865.512,36.746,232,1,3.503,28.574,0.284,0.226,854.3,agriculture,0
25.8791,93.7436,Dimapur,177.006,19.725,155,5,24.97,161.346,0.477,0.383,50207.8,grassland,0
26.1585,91.7158,Kamrup,52.564,43.432,314,10,52.407,379.227,0.398,0.432,653.8,bare,0
26.1376,91.7483,Kamrup,47.781,28.727,345,4,20.827,135.547,0.308,0.406,653.8,grassland,0
23.7381,92.7427,Aizawl,1069.0,45.9,140,2,8.4,52.3,0.391,0.238,417.8,agriculture,0
25.9196,93.7581,Dimapur,169.713,15.885,222,5,68.087,565.165,0.39,0.386,50207.8,bare,0
25.5112,90.2469,West Garo Hills,331.518,39.127,148,12,4.044,29.638,0.439,0.325,182468.5,grassland,0
25.5352,90.2432,West Garo Hills,367.289,38.603,218,3,21.641,143.493,0.605,0.296,182468.5,bare,0
26.163,91.7279,Kamrup,52.825,36.308,30,12,7.839,55.481,0.384,0.303,653.8,urban,0
